Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
721,Mike Samuels\mike-samuels-1,2014-15,Eastern Michigan,C,34,23,385,32,60,.533,32,60,.533,0,0,,27,42,.643,42,79,121,7,14,15,27,96,91,2.1
722,Jordan Dickerson\jordan-dickerson-2,2014-15,Penn State,C,34,19,582,33,68,.485,33,67,.493,0,1,.000,24,40,.600,42,71,113,9,10,53,23,105,90,2.6
723,Michael Ojo\michael-ojo-2,2013-14,Florida State,C,36,14,428,35,64,.547,35,64,.547,0,0,,20,47,.426,36,72,108,9,5,25,32,72,90,1.8
724,Novak Topalovic\novak-topalovic-1,2015-16,Idaho State,C,31,4,428,34,75,.453,34,75,.453,0,0,,22,43,.512,44,82,126,8,10,23,20,74,90,2.6
725,Paschal Chukwu\paschal-chukwu-1,2014-15,Providence,C,34,3,335,33,50,.660,33,50,.660,0,0,,24,40,.600,33,50,83,5,9,23,19,63,90,2.5
726,Grant Verhoeven\grant-verhoeven-1,2015-16,Stanford,C,27,11,399,32,73,.438,27,64,.422,5,9,.556,21,32,.656,29,26,55,6,11,13,12,78,90,2.1
727,Djery Baptiste\djery-baptiste-1,2017-18,Vanderbilt,C,29,10,442,30,66,.455,30,66,.455,0,0,,30,41,.732,34,69,103,5,7,26,24,74,90,2.4
728,Jordan Dickerson\jordan-dickerson-2,2015-16,Penn State,C,32,24,581,34,63,.540,34,63,.540,0,0,,22,41,.537,46,65,111,13,10,51,22,95,90,3.1
729,Zach Pirog\zach-pirog-1,2016-17,Omaha,C,31,21,311,38,65,.585,38,65,.585,0,0,,13,27,.481,32,47,79,3,6,28,14,78,89,2.3
730,David Onuorah\david-onuorah-1,2013-14,Cornell,C,28,22,513,37,68,.544,37,68,.544,0,0,,14,31,.452,59,48,107,7,15,28,25,86,88,3.0
731,Erik Poulsen\erik-poulsen-1,2017-18,San Francisco,C,25,0,225,32,95,.337,20,43,.465,12,52,.231,12,22,.545,17,30,47,7,3,5,15,36,88,1.3
732,Jarid Watson\jarid-watson-1,2014-15,Virginia Military Institute,C,30,8,372,38,69,.551,38,69,.551,0,0,,12,29,.414,43,48,91,14,8,26,13,58,88,3.1
733,Tom Koopman\tom-koopman-1,2013-14,Citadel,C,32,17,405,39,84,.464,39,83,.470,0,1,.000,10,17,.588,31,48,79,14,2,7,22,79,88,1.3
734,Valentine Izundu\valentine-izundu-1,2015-16,Washington State,C,23,13,342,36,56,.643,36,56,.643,0,0,,15,34,.441,27,34,61,6,6,50,19,52,87,3.9
735,Andrew Fishler\andrew-fishler-1,2015-16,Mercer,C,31,6,239,33,69,.478,33,69,.478,0,0,,21,35,.600,18,40,58,2,2,23,16,33,87,2.0
736,Andrew Fishler\andrew-fishler-1,2016-17,Mercer,C,30,2,266,36,65,.554,36,65,.554,0,0,,15,30,.500,20,36,56,5,1,23,9,36,87,2.4
737,Darius Harper\darius-harper-1,2016-17,Miami (OH),C,30,14,360,39,89,.438,39,89,.438,0,0,,9,29,.310,21,43,64,2,7,8,31,54,87,0.7
738,Hooper Vint\hooper-vint-1,2014-15,Texas-El Paso,C,30,1,364,38,75,.507,33,54,.611,5,21,.238,6,19,.316,23,40,63,13,0,15,11,51,87,2.0
739,Marshall Plumlee\marshall-plumlee-1,2014-15,Duke,C,39,0,375,32,42,.762,31,41,.756,1,1,1.000,22,31,.710,39,53,92,12,8,22,14,58,87,2.7
740,Isaiah Robinson\isaiah-robinson-1,2015-16,Houston Baptist,C,27,1,351,37,60,.617,37,59,.627,0,1,.000,13,23,.565,27,72,99,20,8,54,13,51,87,4.5
741,Cody Stetler\cody-stetler-1,2014-15,Houston Baptist,C,24,0,235,31,68,.456,30,62,.484,1,6,.167,23,33,.697,19,34,53,13,5,16,21,44,86,2.4
742,Pete Rakocevic\pete-rakocevic-1,2014-15,Northern Illinois,C,23,6,348,34,81,.420,34,71,.479,0,10,.000,18,23,.783,18,51,69,12,5,12,25,48,86,2.0
743,Javon Baumann\javon-baumann-1,2016-17,Saint Joseph's,C,30,0,394,35,55,.636,35,55,.636,0,0,,15,41,.366,50,57,107,1,9,22,17,52,85,3.0
744,Darnell Tillman\darnell-tillman-1,2015-16,Missouri-Kansas City,C,31,7,381,35,63,.556,35,63,.556,0,0,,15,28,.536,45,49,94,4,9,16,21,65,85,2.3
745,Dan Robinson\dan-robinson-2,2017-18,Norfolk State,C,29,14,394,31,72,.431,31,72,.431,0,0,,23,40,.575,39,55,94,7,2,21,35,75,85,1.4
746,Kennedy Esume\kennedy-esume-1,2015-16,Cal State Fullerton,C,30,17,529,31,91,.341,31,91,.341,0,0,,23,43,.535,62,98,160,9,14,9,23,68,85,2.5
747,Daouda Ndiaye\daouda-ndiaye-1,2017-18,Illinois State,C,20,15,361,35,66,.530,35,66,.530,0,0,,15,22,.682,27,52,79,8,11,25,11,45,85,4.5
748,Jordan Stone\jordan-stone-1,2013-14,Utah State,C,32,5,381,31,51,.608,31,51,.608,0,0,,23,35,.657,40,49,89,6,9,6,30,63,85,1.9
749,Ray Barreno\ray-barreno-1,2016-17,Portland,C,26,4,373,29,58,.500,29,58,.500,0,0,,26,36,.722,42,71,113,12,2,12,30,67,84,2.5
750,Oliver Ellison\oliver-ellison-1,2013-14,Howard,C,30,17,648,33,61,.541,33,61,.541,0,0,,18,37,.486,49,87,136,11,14,40,27,104,84,2.9
751,Zach Moer\zach-moer-1,2014-15,Air Force,C,30,0,259,33,65,.508,28,55,.509,5,10,.500,12,15,.800,18,30,48,12,7,16,28,53,83,1.6
752,Selvedin Planincic\selvedin-planincic-1,2016-17,Canisius,C,27,0,237,29,47,.617,27,38,.711,2,9,.222,23,34,.676,15,37,52,7,2,24,21,49,83,2.3
753,Kameron Rooks\kameron-rooks-1,2017-18,San Diego State,C,28,12,309,34,58,.586,34,58,.586,0,0,,15,29,.517,45,50,95,7,6,21,12,35,83,3.4
754,George Brammeier\george-brammeier-1,2017-18,Lipscomb,C,33,1,265,35,68,.515,35,68,.515,0,0,,13,31,.419,23,29,52,4,12,3,22,51,83,1.3
755,Sami Eleraky\sami-eleraky-1,2014-15,Pacific,C,23,17,401,30,62,.484,30,62,.484,0,0,,23,62,.371,33,59,92,12,2,25,28,53,83,2.4
756,Austin Venable\austin-venable-1,2016-17,Presbyterian,C,25,8,319,38,74,.514,38,74,.514,0,0,,6,12,.500,19,45,64,7,5,13,19,45,82,2.1
757,John Manning\john-manning-1,2013-14,Saint Louis,C,32,0,382,32,62,.516,31,58,.534,1,4,.250,16,31,.516,19,31,50,7,10,33,18,54,81,2.0
758,Joniah White\joniah-white-1,2017-18,Louisiana Tech,C,20,20,338,30,58,.517,30,58,.517,0,0,,21,33,.636,35,48,83,10,5,26,23,40,81,3.9
759,Ryan Edwards\ryan-edwards-1,2015-16,Gonzaga,C,31,0,270,28,57,.491,28,56,.500,0,1,.000,25,36,.694,29,40,69,4,1,8,19,54,81,1.6
760,Sukhmail Mathon\sukhmail-mathon-1,2017-18,Boston University,C,31,0,355,36,79,.456,36,79,.456,0,0,,9,18,.500,31,60,91,24,4,10,33,45,81,1.7
761,Josh Coleman\josh-coleman-1,2016-17,Coastal Carolina,C,29,12,329,35,63,.556,35,62,.565,0,1,.000,11,23,.478,37,44,81,2,3,9,17,53,81,2.0
762,Filip Nowicki\filip-nowicki-1,2014-15,Sacred Heart,C,29,11,322,38,69,.551,38,69,.551,0,0,,5,8,.625,33,53,86,4,2,12,22,48,81,2.0
763,Doral Moore\doral-moore-1,2016-17,Wake Forest,C,31,0,258,32,61,.525,32,61,.525,0,0,,16,30,.533,25,44,69,1,2,27,24,62,80,1.5
764,Andrew Bastien\andrew-bastien-1,2015-16,Utah Valley,C,26,23,349,28,63,.444,28,63,.444,0,0,,24,40,.600,39,71,110,6,5,33,18,65,80,3.0
765,Ryan Smith\ryan-smith-2,2015-16,Tulane,C,33,23,359,30,61,.492,30,61,.492,0,0,,20,33,.606,43,32,75,7,8,13,12,55,80,2.2
766,Isaiah Anderson\isaiah-anderson-1,2017-18,South Carolina Upstate,C,27,3,303,35,71,.493,33,64,.516,2,7,.286,8,17,.471,26,41,67,10,10,9,14,40,80,2.4
767,Jordan Prosser\jordan-prosser-1,2013-14,Bradley,C,26,3,398,32,65,.492,32,65,.492,0,0,,15,28,.536,28,48,76,7,4,11,11,51,79,2.3
768,Maverick Morgan\maverick-morgan-1,2014-15,Illinois,C,31,0,275,30,66,.455,30,66,.455,0,0,,19,23,.826,26,22,48,3,3,11,14,33,79,1.7
769,Nysier Brooks\nysier-brooks-1,2016-17,Cincinnati,C,33,0,279,28,53,.528,28,53,.528,0,0,,23,40,.575,20,33,53,2,3,22,19,55,79,1.5
770,Dominic Nelson\dominic-nelson-1,2015-16,Southeastern Louisiana,C,30,16,456,26,59,.441,26,59,.441,0,0,,27,62,.435,42,77,119,2,7,19,33,69,79,1.6
771,Earl Watson\earl-watson-2,2014-15,Rhode Island,C,31,0,307,31,54,.574,31,54,.574,0,0,,17,34,.500,32,50,82,6,3,27,15,55,79,2.4
772,Pierre Crawford\pierre-crawford-1,2013-14,Florida A&M,C,25,0,225,35,80,.438,35,80,.438,0,0,,9,20,.450,32,38,70,5,4,2,18,52,79,1.5
773,Oliver Ellison\oliver-ellison-1,2014-15,Howard,C,30,0,565,34,55,.618,34,55,.618,0,0,,11,30,.367,37,69,106,3,9,35,23,67,79,2.6
774,Damion Moore\damion-moore-1,2016-17,Temple,C,20,8,219,33,65,.508,32,64,.500,1,1,1.000,11,13,.846,18,37,55,2,4,12,12,28,78,3.0
775,Joe Kammerer\joe-kammerer-1,2013-14,Idaho,C,34,28,585,36,71,.507,36,71,.507,0,0,,6,15,.400,28,44,72,12,4,10,23,68,78,1.2
776,Ike Obiagu\ike-obiagu-1,2017-18,Florida State,C,34,14,364,33,57,.579,33,57,.579,0,0,,12,38,.316,33,54,87,2,7,71,25,60,78,2.6
777,Andrew Drone\andrew-drone-1,2016-17,Rice,C,30,3,227,30,41,.732,30,41,.732,0,0,,18,33,.545,18,22,40,6,5,14,18,42,78,2.0
778,Riley Barker\riley-barker-1,2014-15,Portland,C,16,2,302,30,65,.462,30,63,.476,0,2,.000,17,27,.630,38,43,81,8,14,15,16,38,77,4.9
779,Nate Wells\nate-wells-1,2014-15,Bradley,C,26,8,301,34,78,.436,31,64,.484,3,14,.214,6,10,.600,16,24,40,8,7,19,11,39,77,2.0
780,Seth Adelsperger\seth-adelsperger-1,2017-18,Belmont,C,30,13,290,33,55,.600,33,55,.600,0,0,,11,22,.500,15,37,52,5,1,7,15,45,77,1.5
781,Tyler Bergantino\tyler-bergantino-1,2015-16,Massachusetts,C,29,18,541,35,53,.660,35,53,.660,0,0,,7,15,.467,35,65,100,9,9,26,9,59,77,3.3
782,Moataz Aly\moataz-aly-1,2016-17,Cal State Bakersfield,C,31,13,380,31,48,.646,31,48,.646,0,0,,14,33,.424,37,44,81,9,9,54,26,80,76,2.6
783,Brandon Gilbeck\brandon-gilbeck-1,2015-16,Western Illinois,C,27,18,393,35,79,.443,35,79,.443,0,0,,6,16,.375,30,68,98,18,5,22,24,76,76,1.9
784,Eric Truog\eric-truog-1,2015-16,Marist,C,29,18,561,34,87,.391,32,78,.410,2,9,.222,6,16,.375,46,96,142,62,12,19,35,78,76,3.0
785,Nate Gehring\nate-gehring-1,2016-17,Pepperdine,C,27,5,300,33,55,.600,33,55,.600,0,0,,10,24,.417,20,50,70,7,5,11,21,41,76,2.0
786,Valentine Izundu\valentine-izundu-1,2016-17,San Diego State,C,30,9,508,32,52,.615,32,52,.615,0,0,,12,30,.400,52,48,100,4,5,53,16,68,76,3.3
787,Julian Torres\julian-torres-1,2015-16,Illinois-Chicago,C,28,2,268,28,67,.418,28,67,.418,0,0,,20,32,.625,27,40,67,8,4,14,21,64,76,1.4
788,Ryan Canty\ryan-canty-1,2013-14,Fordham,C,25,6,374,28,55,.509,28,55,.509,0,0,,20,33,.606,56,99,155,3,6,26,8,61,76,4.3
789,Marcel Boyd\marcel-boyd-1,2014-15,Howard,C,31,29,553,28,65,.431,28,65,.431,0,0,,19,36,.528,54,86,140,10,8,32,37,83,75,2.1
790,Ugur Hortum\ugur-hortum-1,2015-16,Grambling,C,27,10,410,26,78,.333,20,58,.345,6,20,.300,17,27,.630,16,53,69,11,5,4,26,49,75,0.9
791,Jacob Epperson\jacob-epperson-1,2017-18,Creighton,C,12,0,168,34,49,.694,30,45,.667,4,4,1.000,3,9,.333,6,29,35,3,2,11,6,18,75,5.3
792,Jake Giesler\jake-giesler-1,2014-15,Northern Kentucky,C,28,22,366,31,68,.456,31,60,.517,0,8,.000,12,26,.462,26,58,84,13,7,13,17,54,74,2.0
793,Richmond Aririguzoh\richmond-aririguzoh-1,2017-18,Princeton,C,27,4,247,31,52,.596,31,52,.596,0,0,,12,29,.414,19,26,45,20,1,14,24,30,74,2.0
794,Link Kabadyundi\link-kabadyundi-1,2017-18,Texas-Arlington,C,26,2,261,30,40,.750,30,40,.750,0,0,,14,34,.412,19,51,70,3,5,7,15,51,74,2.1
795,Gligorije Rakocevic\gligorije-rakocevic-1,2017-18,Oregon State,C,27,0,285,29,57,.509,29,56,.518,0,1,.000,16,28,.571,23,36,59,7,6,2,19,51,74,1.5
796,Matt Heldt\max-heldt-1,2016-17,Marquette,C,32,7,418,28,40,.700,28,40,.700,0,0,,18,32,.563,41,53,94,6,6,13,10,66,74,2.5
797,Kevin Allen\kevin-allen-1,2014-15,Boise State,C,21,3,164,30,47,.638,30,47,.638,0,0,,14,23,.609,10,26,36,1,2,1,11,29,74,2.1
798,Legend Robertin\legend-robertin-1,2017-18,Nicholls State,C,32,6,301,30,55,.545,30,54,.556,0,1,.000,14,26,.538,25,43,68,1,1,38,23,67,74,1.6
799,Ryan Smith\ryan-smith-2,2014-15,Tulane,C,31,27,320,32,64,.500,32,63,.508,0,1,.000,9,22,.409,24,42,66,2,5,11,22,60,73,1.1
800,L'Hassane Niangane\lhassane-niangane-1,2016-17,Gardner-Webb,C,33,32,475,27,57,.474,27,57,.474,0,0,,19,37,.514,61,56,117,16,7,33,30,92,73,2.1
801,Richard Peters\richard-peters-1,2014-15,Albany (NY),C,31,23,339,31,52,.596,31,52,.596,0,0,,10,21,.476,21,49,70,4,5,7,19,46,72,1.6
802,Bryan Gellineau\bryan-gellineau-1,2016-17,Norfolk State,C,23,4,238,29,45,.644,29,45,.644,0,0,,14,26,.538,25,40,65,1,5,9,23,61,72,1.8
803,Nikola Scekic\nikola-scekic-1,2017-18,South Florida,C,32,30,496,31,83,.373,28,77,.364,3,6,.500,7,17,.412,30,52,82,4,0,17,21,66,72,0.8
804,Devon Long\devon-long-1,2013-14,Cleveland State,C,32,8,385,32,63,.508,32,63,.508,0,0,,8,16,.500,32,22,54,9,5,4,18,65,72,1.1
805,Tom Koopman\tom-koopman-1,2016-17,Citadel,C,32,1,263,30,71,.423,26,58,.448,4,13,.308,7,11,.636,18,29,47,10,11,6,16,51,71,1.2
806,Kyle Sikora\kyle-sikora-1,2013-14,Stetson,C,30,8,390,31,52,.596,31,52,.596,0,0,,9,22,.409,26,50,76,2,6,17,30,50,71,1.5
807,Christian Mackey\christian-mackey-1,2014-15,Denver,C,25,1,265,28,43,.651,27,39,.692,1,4,.250,14,18,.778,14,31,45,25,1,8,18,58,71,2.1
808,Michael Ojo\michael-ojo-2,2014-15,Florida State,C,33,21,292,27,51,.529,27,51,.529,0,0,,17,44,.386,24,54,78,6,5,16,28,44,71,1.3
809,Thaddeus Smith\thaddeus-smith-1,2014-15,Missouri-Kansas City,C,30,21,525,29,64,.453,29,64,.453,0,0,,13,29,.448,60,72,132,3,19,44,30,78,71,2.9
810,Emondre Rickman\emondre-rickman-1,2015-16,Indiana State,C,30,2,362,26,56,.464,26,56,.464,0,0,,19,40,.475,34,53,87,6,5,24,9,49,71,2.4
811,David Wishon\david-wishon-1,2013-14,College of Charleston,C,30,0,377,27,63,.429,27,63,.429,0,0,,17,29,.586,33,49,82,6,2,20,33,49,71,1.3
812,Trey McDonald\trey-mcdonald-1,2013-14,Ohio State,C,35,0,423,29,55,.527,29,55,.527,0,0,,13,39,.333,31,27,58,5,7,19,20,70,71,1.1
813,Prince Ibeh\prince-ibeh-1,2014-15,Texas,C,34,2,359,29,49,.592,29,49,.592,0,0,,12,32,.375,23,62,85,6,11,47,22,68,70,2.1
814,Sergej Vucetic\sergej-vucetic-1,2016-17,Evansville,C,24,10,267,23,53,.434,23,53,.434,0,0,,24,34,.706,14,36,50,5,1,13,24,42,70,1.3
815,Ryan Gomes\ryan-gomes-2,2016-17,Mount St. Mary's,C,32,1,210,33,54,.611,33,53,.623,0,1,.000,4,10,.400,14,18,32,1,2,7,10,43,70,1.2
816,Malcolm Gilbert\malcolm-gilbert-1,2013-14,Fairfield,C,28,5,285,32,66,.485,32,66,.485,0,0,,6,17,.353,25,51,76,5,5,36,13,61,70,2.2
817,Ivo Basor\ivo-basor-1,2014-15,San Jose State,C,25,14,485,27,61,.443,24,51,.471,3,10,.300,13,29,.448,39,56,95,9,6,4,26,62,70,1.6
818,Zach Garber\zach-garber-1,2014-15,Toledo,C,33,0,423,14,45,.311,14,40,.350,0,5,.000,42,58,.724,34,46,80,6,5,8,14,74,70,1.4
819,Andy Martin\andy-martin-1,2013-14,Montana,C,30,9,303,26,52,.500,26,52,.500,0,0,,18,24,.750,22,41,63,7,6,18,15,70,70,1.7
820,Darrius Parker\darrius-parker-1,2013-14,Air Force,C,18,3,238,24,39,.615,22,32,.688,2,7,.286,19,32,.594,14,24,38,13,4,6,12,27,69,3.2
821,Emmanuel Okoroba\emmanuel-okoroba-1,2014-15,Hampton,C,26,2,294,19,60,.317,19,60,.317,0,0,,31,57,.544,20,41,61,10,4,9,26,62,69,0.7
822,Matthew Moss\matthew-moss-1,2015-16,McNeese State,C,28,0,195,25,57,.439,9,17,.529,16,40,.400,3,5,.600,11,28,39,9,2,3,10,36,69,1.4
823,Cody Stetler\cody-stetler-1,2016-17,Houston Baptist,C,29,2,277,26,66,.394,26,63,.413,0,3,.000,16,24,.667,21,38,59,18,6,9,16,52,68,1.5
824,Robin Jorch\robin-jorch-1,2016-17,Boise State,C,30,3,264,22,36,.611,22,36,.611,0,0,,24,38,.632,32,23,55,2,5,3,11,56,68,1.7
825,Dalen Traore\dalen-traore-1,2017-18,Evansville,C,30,14,371,17,47,.362,17,46,.370,0,1,.000,34,45,.756,29,52,81,6,5,3,14,57,68,1.6
826,Dwight Coleby\dwight-coleby-1,2013-14,Mississippi,C,29,4,291,24,51,.471,24,51,.471,0,0,,20,38,.526,24,28,52,7,1,18,13,50,68,1.6
827,Tom Koopman\tom-koopman-1,2015-16,Citadel,C,31,4,248,30,53,.566,30,50,.600,0,3,.000,7,12,.583,18,31,49,2,4,12,10,52,67,1.4
828,Tanveer Bhullar\tanveer-bhullar-1,2017-18,Missouri State,C,24,1,201,30,70,.429,30,69,.435,0,1,.000,7,15,.467,22,31,53,14,5,8,20,37,67,1.5
829,E.J. Datcher\ej-datcher-1,2017-18,Mississippi State,C,30,1,236,25,42,.595,25,42,.595,0,0,,17,24,.708,17,34,51,4,3,8,12,45,67,1.6
830,Aaron Geramipoor\aaron-geramipoor-1,2013-14,Seton Hall,C,30,5,306,30,43,.698,30,43,.698,0,0,,6,12,.500,14,42,56,4,6,11,8,51,66,1.9
831,Rafael Maia\rafael-maia-1,2015-16,Pittsburgh,C,33,25,397,24,52,.462,24,51,.471,0,1,.000,18,31,.581,49,69,118,18,15,6,15,63,66,2.4
832,Levi Cook\levi-cook-1,2016-17,DePaul,C,25,0,273,29,48,.604,29,48,.604,0,0,,8,13,.615,26,32,58,3,1,10,21,45,66,1.6
833,Tyler Alderman\tyler-alderman-1,2013-14,Jacksonville,C,13,1,210,26,55,.473,26,54,.481,0,1,.000,14,22,.636,17,30,47,11,5,15,12,30,66,4.2
834,Andre Washington\andre-washington-1,2013-14,Wake Forest,C,29,1,229,24,49,.490,24,49,.490,0,0,,18,33,.545,22,30,52,5,3,39,11,39,66,2.3
835,Chad Lang\chad-lang-1,2013-14,Belmont,C,26,0,119,27,48,.563,27,48,.563,0,0,,12,26,.462,11,15,26,0,3,6,15,35,66,1.1
836,Mark Kostelac\mark-kostelac-1,2017-18,Akron,C,30,11,370,30,61,.492,30,61,.492,0,0,,6,12,.500,18,34,52,9,9,13,31,89,66,0.5
837,Justin McBride\justin-mcbride-1,2013-14,Central Florida,C,15,1,140,26,38,.684,26,38,.684,0,0,,14,26,.538,17,23,40,0,1,6,10,24,66,3.3
838,Jordan Dallas\jordan-dallas-1,2016-17,Weber State,C,28,1,255,22,42,.524,22,41,.537,0,1,.000,21,27,.778,17,40,57,1,3,13,9,50,65,1.8
839,Blaise Mbargorba\blaise-mbargorba-1,2014-15,Boston University,C,28,0,297,26,55,.473,26,55,.473,0,0,,13,19,.684,12,31,43,6,2,4,13,38,65,1.2
840,Matt Husek\matt-husek-1,2014-15,Holy Cross,C,22,16,196,27,75,.360,24,52,.462,3,23,.130,8,17,.471,10,15,25,2,8,15,5,25,65,1.6
841,Dylan Johns\dylan-johns-1,2016-17,Cal State Northridge,C,29,13,378,29,50,.580,29,50,.580,0,0,,7,13,.538,21,36,57,10,5,25,27,60,65,1.5
842,Tyler Hadden\tyler-hadden-1,2014-15,Belmont,C,27,3,150,22,54,.407,16,37,.432,6,17,.353,15,24,.625,7,23,30,4,0,3,11,24,65,1.1
843,Barret Benson\barret-benson-1,2016-17,Northwestern,C,32,8,255,26,44,.591,26,44,.591,0,0,,13,23,.565,21,30,51,12,9,19,11,50,65,2.0
844,Andrew Bastien\andrew-bastien-1,2016-17,Utah Valley,C,25,6,245,28,44,.636,28,44,.636,0,0,,8,16,.500,19,45,64,6,3,17,11,32,64,2.5
845,Emmanuel Ndumanya\emmanuel-ndumanya-1,2014-15,Santa Clara,C,23,0,267,27,56,.482,27,56,.482,0,0,,10,25,.400,27,52,79,4,9,7,13,53,64,2.0
846,Josh Warren\josh-warren-2,2013-14,Troy,C,31,6,389,26,56,.464,26,56,.464,0,0,,12,26,.462,57,80,137,6,8,15,10,59,64,2.7
847,Terrell Carter\terrell-carter-1,2014-15,Fresno State,C,18,3,196,23,49,.469,23,49,.469,0,0,,18,35,.514,18,18,36,0,0,4,12,34,64,1.5
848,JD Wallace\jd-wallace-1,2016-17,Prairie View,C,20,14,384,23,40,.575,23,39,.590,0,1,.000,17,30,.567,22,53,75,5,13,28,8,44,63,4.0
849,Ryan Salmonson\ryan-salmonson-1,2013-14,North Dakota,C,26,14,251,25,53,.472,25,51,.490,0,2,.000,13,18,.722,12,22,34,1,3,1,18,63,63,0.4
850,Sidy Djitte\sidy-djitte-1,2014-15,Clemson,C,30,1,331,22,48,.458,22,48,.458,0,0,,19,34,.559,48,47,95,4,11,17,14,66,63,2.2
851,Djery Baptiste\djery-baptiste-1,2016-17,Vanderbilt,C,35,2,274,25,48,.521,25,48,.521,0,0,,13,20,.650,25,40,65,1,4,14,24,59,63,0.9
852,Akolda Manyang\akolda-manyang-1,2015-16,Oklahoma,C,25,0,199,24,51,.471,24,51,.471,0,0,,15,24,.625,17,34,51,0,2,33,13,35,63,2.1
853,Cole Harrison\cole-harrison-1,2017-18,William & Mary,C,27,1,174,27,51,.529,27,51,.529,0,0,,9,13,.692,13,27,40,7,1,3,13,36,63,1.3
854,Cole Walton\cole-walton-1,2013-14,Sacred Heart,C,28,15,351,25,54,.463,25,54,.463,0,0,,12,24,.500,24,36,60,14,9,8,19,59,62,1.4
855,Matthew Pegram\matthew-pegram-1,2015-16,Wofford,C,30,0,244,25,54,.463,25,54,.463,0,0,,12,13,.923,13,26,39,2,2,11,12,60,62,0.9
856,Jonathan Barnes\jonathan-barnes-1,2015-16,Wyoming,C,29,23,300,21,42,.500,21,42,.500,0,0,,20,41,.488,14,34,48,6,3,6,12,39,62,1.3
857,Ibby Djimde\ibby-djimde-1,2015-16,Southern Illinois,C,31,6,276,25,52,.481,25,52,.481,0,0,,12,21,.571,26,30,56,10,8,3,18,60,62,1.1
858,Willy Kouassi\willy-kouassi-1,2015-16,Arkansas,C,31,2,255,21,36,.583,21,36,.583,0,0,,20,36,.556,25,35,60,1,3,19,10,41,62,1.9
859,Babatunde Olomuwiya\babatunde-olomuwiya-1,2013-14,South Carolina Upstate,C,22,0,201,26,44,.591,26,44,.591,0,0,,10,21,.476,18,24,42,7,2,11,14,22,62,2.2
860,Cody Johnson\cody-johnson-1,2013-14,Loyola (IL),C,23,8,193,25,52,.481,18,33,.545,7,19,.368,4,6,.667,9,29,38,5,0,10,10,25,61,1.7
861,Armel TeTe\amel-tete-1,2016-17,Presbyterian,C,30,8,337,25,56,.446,25,55,.455,0,1,.000,11,28,.393,24,46,70,9,5,15,30,51,61,0.9
862,David Onuorah\david-onuorah-1,2014-15,Cornell,C,30,29,569,25,56,.446,25,56,.446,0,0,,11,28,.393,51,53,104,10,15,45,36,80,61,2.1
863,Evan Maxwell\evan-maxwell-1,2014-15,Liberty,C,29,0,176,23,40,.575,23,40,.575,0,0,,15,26,.577,11,20,31,0,1,5,17,29,61,0.9
864,Blake Brumwell\blake-brumwell-1,2014-15,Montana State,C,30,23,464,26,51,.510,26,51,.510,0,0,,9,19,.474,37,63,100,7,2,3,24,67,61,1.2
865,Yankuba Sima\yankuba-sima-1,2016-17,St. John's (NY),C,10,8,178,21,47,.447,21,47,.447,0,0,,18,25,.720,13,22,35,6,4,5,10,24,60,4.1
866,Luke Piotrowski\luke-piotrowski-1,2015-16,Eastern Illinois,C,21,8,171,21,38,.553,21,38,.553,0,0,,18,24,.750,13,27,40,4,0,13,6,23,60,2.5
867,Benas Griciunas\benas-griciunas-1,2016-17,Charlotte,C,20,7,190,24,52,.462,23,49,.469,1,3,.333,11,16,.688,11,25,36,6,4,4,8,36,60,1.8
868,Kingsley Okoroh\kingsley-okorah-1,2014-15,University of California,C,30,3,394,24,52,.462,24,52,.462,0,0,,12,23,.522,29,37,66,8,8,28,21,59,60,1.6
869,Dana Batt\dana-batt-1,2015-16,Colgate,C,27,11,371,26,49,.531,26,49,.531,0,0,,7,12,.583,23,44,67,6,8,8,15,63,59,1.5
870,Blake Truman\blake-truman-1,2017-18,Idaho State,C,28,4,280,22,62,.355,13,32,.406,9,30,.300,6,8,.750,18,35,53,11,6,0,20,35,59,0.9
871,Mario Karailiev\mario-karailiev-1,2015-16,Florida A&M,C,26,17,345,26,54,.481,26,53,.491,0,1,.000,7,14,.500,12,32,44,5,6,3,22,41,59,0.8
872,Bryce Cashman\bryce-cashman-1,2014-15,North Dakota,C,23,4,313,23,41,.561,23,41,.561,0,0,,13,34,.382,24,40,64,6,4,12,22,52,59,1.5
873,Moses Abraham\moses-abraham-1,2013-14,Georgetown,C,31,1,406,22,39,.564,22,39,.564,0,0,,15,33,.455,22,66,88,9,7,23,17,84,59,1.5
874,Barret Benson\barret-benson-1,2017-18,Northwestern,C,32,1,306,21,38,.553,21,37,.568,0,1,.000,17,32,.531,22,48,70,14,7,18,18,68,59,1.5
875,Brad Brechting\brad-brechting-1,2015-16,Oakland,C,34,13,244,22,47,.468,22,47,.468,0,0,,15,27,.556,21,43,64,7,5,28,11,59,59,1.5
876,Tanveer Bhullar\tanveer-bhullar-1,2016-17,New Mexico State,C,22,0,155,24,46,.522,24,46,.522,0,0,,11,24,.458,20,30,50,5,0,10,12,25,59,1.9
877,Zach Garber\zach-garber-1,2013-14,Toledo,C,33,0,335,17,44,.386,16,43,.372,1,1,1.000,23,33,.697,31,33,64,6,5,7,16,49,58,1.2
