Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1163,1981-82,KCK,NBA,82,30,52,.366,19880,3604,7284,3578,7154,26,130,1551,2158,1086,2276,3362,2056,743,402,1507,2359,8785,-3.10,-0.15,-3.25,101.8,104.2,107.2,.497,15.5,29.9,0.213,.504,16.5,34.0,0.287
1164,1996-97,TOR,NBA,82,30,52,.366,19830,2897,6632,2308,5008,589,1624,1446,2008,1135,2254,3389,1714,722,517,1347,1883,7829,-3.12,0.57,-2.56,90.6,104.6,108.0,.481,15.2,32.5,0.218,.504,15.3,31.4,0.258
1165,1976-77,MIL,NBA,82,30,52,.366,19705,3668,7840,3668,7840,,,1553,2072,1220,2519,3739,1970,790,342,1648,2094,8889,-3.12,0.13,-2.99,108.3,100.0,102.9,.468,15.8,31.8,0.198,.479,15.8,33.4,0.222
1166,1994-95,NJN,NBA,82,30,52,.366,19880,2939,6738,2525,5441,414,1297,1750,2305,1213,2569,3782,1884,544,548,1300,1844,8042,-3.13,-0.14,-3.28,92.3,105.2,108.6,.467,14.4,33.3,0.260,.493,12.4,29.1,0.217
1167,2010-11,LAC,NBA,82,32,50,.390,19855,3015,6594,2502,5075,513,1519,1546,2187,955,2501,3456,1813,585,402,1343,1733,8089,-3.13,0.42,-2.71,92.8,105.3,108.7,.496,15.1,28.4,0.234,.499,12.8,26.8,0.250
1168,1989-90,GSW,NBA,82,37,45,.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,-3.13,0.59,-2.55,105.9,109.6,112.6,.501,14.3,26.1,0.321,.494,13.6,38.5,0.253
1169,1968-69,DET,NBA,82,32,50,.390,19755,3609,7997,3609,7997,,,2141,3025,,,4471,1757,,,,2105,9359,-3.16,0.37,-2.79,,,,.451,,,0.268,,,,
1170,2012-13,POR,NBA,82,33,49,.402,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995,-3.17,0.65,-2.53,91.4,105.8,109.2,.498,13.9,25.3,0.194,.512,12.5,26.7,0.189
1171,2014-15,CHO,NBA,82,33,49,.402,19905,2913,6932,2415,5366,498,1566,1397,1867,820,2793,3613,1654,499,448,976,1494,7721,-3.17,-0.27,-3.44,93.0,100.1,103.5,.456,11.2,22.1,0.202,.487,12.0,20.7,0.188
1172,1992-93,SAC,NBA,82,25,57,.305,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847,-3.17,0.17,-3.00,100.8,106.5,109.6,.481,14.1,30.7,0.257,.502,15.1,33.3,0.292
1173,1970-71,CIN,NBA,82,33,49,.402,19830,3805,8374,3805,8374,,,1901,2622,,,4151,2022,,,,2126,9511,-3.21,0.25,-2.96,,,,.454,,,0.227,.467,,,0.269
1174,1986-87,SAC,NBA,82,29,53,.354,19780,3522,7413,3445,7106,77,307,1974,2479,1282,2441,3723,2185,513,397,1403,2007,9095,-3.22,-0.12,-3.34,101.3,108.9,112.1,.480,14.2,35.2,0.266,.498,12.4,32.2,0.257
1175,2002-03,MEM,NBA,82,28,54,.341,19930,3049,6743,2582,5464,467,1279,1430,1936,943,2466,3409,1892,651,500,1262,1678,7995,-3.23,0.63,-2.60,92.7,103.9,107.3,.487,14.2,27.0,0.212,.491,13.4,31.3,0.197
1176,1948-49,FTW,BAA,60,22,38,.367,,1536,5370,1536,5370,,,1385,1979,,,,1082,,,,1722,4457,-3.23,0.38,-2.85,,,,.286,,,0.258,,,,
1177,2019-20,CLE,NBA,12,4,8,.333,2880,455,1057,338,683,117,374,226,281,125,418,543,236,97,44,174,217,1253,-3.25,1.39,-1.86,99.9,104.6,107.8,.486,12.8,22.2,0.214,.537,13.4,21.0,0.141
1178,1983-84,SDC,NBA,82,30,52,.366,19730,3634,7325,3610,7197,24,128,1785,2424,1307,2382,3689,1981,567,385,1515,2020,9077,-3.26,0.04,-3.21,101.1,109.2,112.4,.498,15.3,37.7,0.244,.513,12.9,31.8,0.236
1179,1999-00,WAS,NBA,82,29,53,.354,19805,3010,6681,2675,5791,335,890,1566,2107,1064,2438,3502,1771,593,383,1320,2149,7921,-3.28,-0.19,-3.47,92.7,103.5,107.0,.476,14.8,30.6,0.234,.489,13.9,28.3,0.273
1180,1961-62,STL,NBA,80,29,51,.363,,3641,8461,3641,8461,,,2226,2939,,,5557,1996,,,,2166,9508,-3.28,0.31,-2.96,,,,.430,,,0.263,,,,
1181,2013-14,CLE,NBA,82,33,49,.402,19930,3036,6955,2452,5315,584,1640,1398,1861,989,2629,3618,1738,579,304,1163,1640,8054,-3.29,-0.57,-3.86,93.1,104.2,107.7,.479,13.0,27.2,0.201,.508,13.0,24.2,0.199
1182,2011-12,TOR,NBA,66,23,43,.348,15965,2268,5154,1903,4079,365,1075,1085,1410,697,2074,2771,1382,429,321,1001,1532,5986,-3.30,-0.36,-3.67,89.3,100.8,104.5,.475,14.8,25.9,0.211,.475,12.8,24.6,0.260
1183,2019-20,CHI,NBA,13,4,9,.308,3120,500,1173,350,711,150,462,250,328,136,435,571,292,127,49,204,305,1400,-3.31,-1.50,-4.81,103.8,103.8,107.0,.490,13.4,21.7,0.213,.525,16.4,25.8,0.244
1184,1969-70,DET,NBA,82,31,51,.378,19855,3565,7657,3565,7657,,,2116,2881,,,3831,1709,,,,1930,9246,-3.32,0.37,-2.94,,,,.466,,,0.276,,,,
1185,1985-86,IND,NBA,82,26,56,.317,19755,3441,7150,3418,7007,23,143,1614,2183,1138,2613,3751,2159,659,381,1515,2135,8519,-3.33,0.67,-2.66,100.9,102.6,105.9,.483,15.7,31.5,0.226,.479,13.7,28.7,0.277
1186,2001-02,CLE,NBA,82,29,53,.354,19855,2948,6582,2561,5556,387,1026,1529,1980,968,2483,3451,1891,572,470,1196,1752,7812,-3.33,-0.19,-3.52,90.3,104.6,108.2,.477,13.8,28.9,0.232,.493,12.3,27.2,0.226
1187,2012-13,PHI,NBA,82,34,48,.415,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640,-3.34,-0.17,-3.51,91.0,102.0,105.7,.481,12.5,24.9,0.146,.495,13.7,26.6,0.200
1188,1996-97,SAC,NBA,82,34,48,.415,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908,-3.38,-0.26,-3.64,91.0,105.0,108.7,.485,15.0,32.0,0.226,.495,14.3,31.5,0.264
1189,1978-79,NYK,NBA,82,31,51,.378,19780,3676,7554,3676,7554,,,1478,2111,1200,2430,3630,2121,699,397,1605,2154,8830,-3.38,0.09,-3.29,104.9,102.2,105.4,.487,15.9,32.5,0.196,.483,15.4,33.5,0.256
1190,1989-90,LAC,NBA,82,30,52,.366,19805,3319,6853,3263,6623,56,230,1815,2458,1056,2362,3418,1978,782,507,1547,1859,8509,-3.39,0.59,-2.80,99.2,104.0,107.4,.488,16.3,30.9,0.265,.489,14.3,32.7,0.241
1191,1995-96,BOS,NBA,82,33,49,.402,19905,3163,6942,2624,5489,539,1453,1630,2284,1050,2427,3477,1792,653,406,1302,2041,8495,-3.40,0.03,-3.37,96.2,106.4,109.9,.494,14.1,28.8,0.235,.511,14.3,30.0,0.258
1192,1983-84,GSW,NBA,82,37,45,.451,19830,3519,7534,3464,7308,55,226,1915,2577,1390,2171,3561,1837,830,348,1518,2108,9008,-3.40,0.05,-3.35,103.3,105.5,108.8,.471,14.9,35.6,0.254,.519,17.0,35.8,0.250
1193,2006-07,BOS,NBA,82,24,58,.293,19855,2858,6454,2387,5171,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,7857,-3.41,-0.29,-3.70,92.0,103.2,106.9,.479,15.4,27.0,0.259,.502,14.5,26.2,0.280
1194,2011-12,GSW,NBA,66,23,43,.348,15915,2489,5443,1965,4092,524,1351,951,1235,640,1947,2587,1470,528,362,915,1410,6453,-3.41,0.62,-2.79,92.3,105.4,109.1,.505,13.3,22.9,0.175,.496,13.6,30.9,0.237
1195,1964-65,DET,NBA,80,31,49,.388,19325,3467,8297,3467,8297,,,1747,2537,,,5394,1609,,,,2058,8681,-3.41,0.38,-3.03,,,,.418,,,0.211,,,,
1196,1959-60,DET*,NBA,75,30,45,.400,,3146,7920,3146,7920,,,2075,2847,,,5491,1472,,,,1983,8367,-3.43,-0.03,-3.45,,,,.397,,,0.262,,,,
1197,1990-91,LAC,NBA,82,31,51,.378,19805,3391,7315,3278,6881,113,434,1596,2273,1246,2500,3746,2119,725,507,1438,2043,8491,-3.45,0.29,-3.16,99.9,103.0,106.5,.471,14.7,33.3,0.218,.481,13.7,30.8,0.266
1198,1985-86,GSW,NBA,82,30,52,.366,19780,3650,7567,3563,7289,87,278,1912,2517,1271,2344,3615,2018,751,354,1400,2032,9299,-3.45,-0.14,-3.59,104.2,108.3,111.6,.488,13.9,33.5,0.253,.524,14.9,33.3,0.241
1199,1960-61,CIN,NBA,79,33,46,.418,,3626,8281,3626,8281,,,2060,2761,,,5581,2107,,,,2159,9312,-3.46,0.42,-3.04,,,,.438,,,0.249,,,,
1200,1999-00,CLE,NBA,82,32,50,.390,19855,2977,6734,2634,5815,343,919,1653,2205,1010,2499,3509,1941,715,363,1427,2219,7950,-3.50,-0.14,-3.64,95.7,100.4,104.0,.468,15.6,28.1,0.245,.474,15.1,28.8,0.275
1201,2015-16,MIN,NBA,82,29,53,.354,19880,3095,6668,2640,5321,455,1347,1753,2213,821,2587,3408,1916,656,375,1231,1696,8398,-3.54,0.15,-3.38,95.2,106.5,110.1,.498,13.9,24.3,0.263,.524,13.6,25.3,0.200
1202,2019-20,DET,NBA,13,4,9,.308,3120,507,1077,350,689,157,388,242,315,117,418,535,321,86,68,228,273,1413,-3.54,-1.46,-5.00,99.8,108.9,112.4,.544,15.8,22.4,0.225,.546,13.2,22.6,0.185
1203,2014-15,DEN,NBA,82,30,52,.366,19880,3099,7158,2439,5126,660,2032,1462,1991,1012,2653,3665,1788,641,367,1166,1882,8320,-3.55,0.48,-3.07,96.1,104.5,108.2,.479,12.7,26.6,0.204,.504,13.0,25.3,0.239
1204,1973-74,PHO,NBA,82,30,52,.366,19755,3555,7726,3555,7726,,,1737,2235,1090,2723,3813,2052,658,305,1666,2123,8847,-3.56,0.36,-3.20,109.6,98.1,101.3,.460,16.1,28.2,0.225,.467,15.6,30.9,0.236
1205,2017-18,NYK,NBA,82,29,53,.354,19830,3334,7193,2661,5279,673,1914,1225,1557,859,2752,3611,1912,552,421,1207,1682,8566,-3.56,0.03,-3.53,96.8,107.1,110.7,.510,13.3,24.1,0.170,.522,12.2,23.3,0.208
1206,2002-03,ATL,NBA,82,35,47,.427,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714,-3.56,-0.31,-3.87,91.0,102.3,106.1,.476,15.7,27.9,0.248,.469,12.1,29.6,0.222
1207,2009-10,GSW,NBA,82,26,56,.317,19730,3329,7094,2696,5407,633,1687,1631,2085,753,2397,3150,1839,761,340,1204,1886,8922,-3.60,0.32,-3.28,100.4,108.1,111.7,.514,13.1,20.9,0.230,.525,15.1,31.5,0.260
1208,1995-96,LAC,NBA,82,29,53,.354,19730,3126,6618,2617,5244,509,1374,1392,1984,979,2190,3169,1672,703,411,1355,2008,8153,-3.60,0.13,-3.46,93.2,106.5,110.3,.511,15.3,29.3,0.210,.512,15.2,32.1,0.282
1209,2010-11,DET,NBA,82,30,52,.366,19880,3056,6647,2584,5391,472,1256,1367,1854,931,2236,3167,1730,595,328,1067,1629,7951,-3.60,-0.18,-3.78,89.2,107.7,111.7,.495,12.5,27.4,0.206,.526,13.8,27.9,0.235
1210,1982-83,GSW,NBA,82,30,52,.366,19780,3627,7508,3593,7358,34,150,1620,2199,1281,2284,3565,1964,856,430,1606,2138,8908,-3.62,0.14,-3.48,104.0,103.9,107.4,.485,15.9,33.9,0.216,.513,16.9,35.4,0.241
1211,1948-49,STB*,BAA,60,29,31,.483,,1659,4858,1659,4858,,,1229,1770,,,,1269,,,,1480,4547,-3.63,0.42,-3.21,,,,.341,,,0.253,,,,
1212,2013-14,DET,NBA,82,29,53,.354,19780,3182,7124,2675,5544,507,1580,1415,2111,1196,2525,3721,1714,687,395,1193,1666,8286,-3.66,-0.48,-4.13,94.9,105.9,109.7,.482,12.9,31.4,0.199,.520,13.8,26.6,0.218
1213,1964-65,NYK,NBA,80,31,49,.388,19500,3339,7834,3339,7834,,,1915,2684,,,5206,1550,,,,2283,8593,-3.66,0.41,-3.26,,,,.426,,,0.244,,,,
1214,2016-17,NYK,NBA,82,31,51,.378,19855,3244,7256,2540,5234,704,2022,1364,1731,983,2723,3706,1786,581,455,1139,1668,8556,-3.67,-0.20,-3.87,96.0,107.7,111.5,.496,12.4,26.6,0.188,.511,11.7,25.9,0.214
1215,1971-72,PHI,NBA,82,30,52,.366,19780,3577,8057,3577,8057,,,2049,2825,,,4318,1920,,,,2203,9203,-3.67,0.23,-3.44,,,,.444,,,0.254,.459,,,0.289
1216,2006-07,MIN,NBA,82,32,50,.390,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877,-3.67,0.51,-3.16,91.0,103.9,107.9,.490,14.8,25.1,0.231,.498,13.3,27.9,0.226
1217,1962-63,DET*,NBA,80,34,46,.425,,3534,8188,3534,8188,,,2044,2852,,,5315,1731,,,,2181,9112,-3.70,0.32,-3.38,,,,.432,,,0.250,,,,
1218,2014-15,SAC,NBA,82,29,53,.354,19855,3010,6617,2549,5267,461,1350,1829,2400,895,2728,3623,1667,550,324,1333,1696,8310,-3.71,0.64,-3.07,95.4,105.3,109.2,.490,14.8,26.5,0.276,.507,11.8,24.8,0.200
1219,1978-79,CLE,NBA,82,30,52,.366,19680,3556,7602,3556,7602,,,1620,2103,1229,2256,3485,1796,688,334,1376,2027,8732,-3.72,0.15,-3.57,102.7,103.7,107.3,.468,13.9,32.2,0.213,.503,15.9,33.2,0.257
1220,1992-93,MIL,NBA,82,28,54,.341,19730,3268,6924,2956,5988,312,936,1544,2081,1050,2113,3163,2084,863,393,1363,1978,8392,-3.73,0.47,-3.26,96.1,106.2,110.1,.495,14.8,30.5,0.223,.502,15.7,37.5,0.266
1221,1973-74,KCO,NBA,82,33,49,.402,19705,3369,7342,3369,7342,,,1628,2104,1112,2554,3666,1744,796,384,1791,1916,8366,-3.73,0.49,-3.24,106.1,96.0,99.5,.459,17.8,29.6,0.222,.476,17.4,32.1,0.201
1222,2008-09,GSW,NBA,82,29,53,.354,19880,3231,7055,2681,5580,550,1475,1893,2392,953,2492,3445,1711,638,527,1201,1842,8905,-3.74,-0.06,-3.80,98.2,109.5,113.3,.497,12.9,26.1,0.268,.508,12.9,31.9,0.251
1223,1966-67,CHI*,NBA,81,33,48,.407,19490,3565,8505,3565,8505,,,2037,2784,,,5295,1827,,,,2205,9167,-3.74,0.37,-3.37,,,,.419,,,0.240,,,,
1224,2017-18,BRK,NBA,82,28,54,.341,19855,3136,7114,2095,4190,1041,2924,1428,1850,792,2852,3644,1941,512,390,1245,1688,8741,-3.74,0.07,-3.67,98.9,106.9,110.6,.514,13.6,21.0,0.201,.517,11.0,23.0,0.201
1225,1977-78,BUF,NBA,82,27,55,.329,19805,3413,7323,3413,7323,,,1808,2314,1083,2538,3621,1975,650,327,1575,2017,8634,-3.74,0.19,-3.55,104.3,100.3,103.8,.466,15.9,29.5,0.247,.476,14.7,31.7,0.223
1226,2003-04,PHO,NBA,82,29,53,.354,19730,2958,6671,2543,5469,415,1202,1392,1865,924,2406,3330,1586,734,383,1249,1862,7723,-3.74,0.80,-2.94,92.6,101.4,105.5,.475,14.3,26.6,0.209,.482,14.7,30.1,0.240
1227,2006-07,CHA,NBA,82,33,49,.402,20005,2960,6643,2503,5363,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,7945,-3.74,-0.22,-3.97,92.0,103.6,107.6,.480,13.9,26.4,0.236,.500,14.7,28.4,0.279
1228,2011-12,NOH,NBA,66,21,45,.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,-3.76,0.65,-3.11,88.3,100.9,105.1,.476,15.2,27.5,0.207,.485,13.5,26.9,0.218
1229,1998-99,NJN,NBA,50,16,34,.320,12050,1691,4160,1466,3481,225,679,962,1251,715,1437,2152,923,491,273,750,1134,4569,-3.78,0.58,-3.20,91.5,99.5,103.6,.434,13.7,31.1,0.231,.481,15.2,30.3,0.238
1230,1950-51,TRI,NBA,68,25,43,.368,,1988,6041,1988,6041,,,1754,2425,,,3715,1476,,,,2092,5730,-3.79,0.56,-3.22,,,,.329,,,0.290,,,,
1231,2015-16,NOP,NBA,82,30,52,.366,19780,3153,7040,2451,5089,702,1951,1415,1823,782,2712,3494,1818,633,342,1102,1713,8423,-3.79,0.24,-3.56,96.8,105.6,109.5,.498,12.3,21.2,0.201,.523,12.7,21.2,0.225
1232,1985-86,CHI*,NBA,82,30,52,.366,19855,3476,7227,3388,6910,88,317,1922,2499,1280,2278,3558,2006,609,400,1436,2166,8962,-3.80,0.69,-3.12,99.7,108.6,112.4,.487,14.7,35.1,0.266,.509,13.5,32.6,0.280
1233,1986-87,CLE,NBA,82,31,51,.378,19755,3349,7122,3268,6784,81,338,1779,2554,1257,2420,3677,1912,672,559,1619,1853,8558,-3.82,0.63,-3.19,101.3,102.6,106.4,.476,16.4,34.4,0.250,.484,14.2,34.1,0.224
1234,2009-10,NYK,NBA,82,29,53,.354,19880,3127,6876,2384,4731,743,2145,1376,1759,836,2477,3313,1772,586,305,1148,1638,8373,-3.82,-0.19,-4.01,94.0,107.6,111.6,.509,13.0,23.5,0.200,.526,13.3,27.9,0.207
1235,2012-13,NOH,NBA,82,27,55,.329,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714,-3.87,0.75,-3.12,88.5,105.7,110.1,.489,14.0,29.2,0.193,.520,13.1,25.6,0.208
1236,2016-17,SAC,NBA,82,32,50,.390,19880,3105,6734,2368,4774,737,1960,1483,1913,715,2652,3367,1844,627,324,1201,1667,8430,-3.88,0.58,-3.29,94.9,107.3,111.3,.516,13.7,21.0,0.220,.528,12.9,23.7,0.227
1237,1991-92,CHH,NBA,82,31,51,.378,19805,3613,7568,3496,7199,117,369,1637,2168,1164,2367,3531,2284,822,309,1273,1819,8980,-3.90,0.33,-3.57,101.7,107.1,110.9,.485,13.0,31.1,0.216,.510,14.1,34.6,0.222
1238,2009-10,PHI,NBA,82,27,55,.329,19805,3087,6706,2613,5325,474,1381,1366,1808,941,2421,3362,1723,667,439,1192,1677,8014,-3.90,-0.03,-3.93,91.6,106.1,110.3,.496,13.7,27.6,0.204,.518,13.8,26.8,0.231
1239,1947-48,BOS*,BAA,48,20,28,.417,,1241,4323,1241,4323,,,821,1246,,,,364,,,,1065,3303,-3.92,0.16,-3.76,,,,.287,,,0.190,,,,
1240,1990-91,MIN,NBA,82,29,53,.354,19905,3265,7276,3157,6895,108,381,1531,2082,1275,2113,3388,1885,712,440,1062,1864,8169,-3.93,0.18,-3.75,92.3,106.7,110.9,.456,11.5,34.9,0.210,.502,13.8,34.1,0.248
1241,1978-79,CHI,NBA,82,31,51,.378,19780,3478,7108,3478,7108,,,1632,2184,1224,2544,3768,2169,576,324,1813,1970,8588,-3.96,0.18,-3.78,102.9,101.3,105.1,.489,18.3,34.0,0.230,.497,15.0,30.1,0.209
1242,1990-91,ORL,NBA,82,31,51,.378,19780,3298,7256,3028,6502,270,754,1818,2447,1233,2429,3662,1809,602,306,1391,1976,8684,-3.98,0.18,-3.79,99.5,105.9,109.9,.473,14.3,33.0,0.251,.493,12.8,31.1,0.260
1243,2012-13,DET,NBA,82,29,53,.354,19805,2979,6638,2466,5198,513,1440,1307,1870,991,2463,3454,1742,574,400,1241,1623,7778,-3.99,-0.34,-4.33,90.8,103.8,108.1,.487,14.3,28.3,0.197,.505,13.1,27.0,0.209
1244,2001-02,NYK,NBA,82,30,52,.366,19805,2817,6520,2343,5176,474,1344,1406,1786,876,2458,3334,1720,558,288,1192,1800,7514,-3.99,-0.16,-4.15,89.7,101.5,105.9,.468,14.0,25.6,0.216,.479,12.9,28.1,0.236
1245,1967-68,CHI*,NBA,82,29,53,.354,19805,3488,8138,3488,8138,,,2006,2718,,,5117,1527,,,,2130,8982,-4.00,0.24,-3.76,,,,.429,,,0.246,,,,
1246,2019-20,SAC,NBA,12,5,7,.417,2880,459,1039,299,615,160,424,175,230,129,380,509,261,91,57,194,274,1253,-4.00,1.53,-2.47,97.9,106.7,110.7,.519,14.5,24.4,0.168,.547,14.3,20.8,0.206
1247,2005-06,CHA,NBA,82,26,56,.317,19905,2961,6843,2533,5582,428,1261,1593,2186,990,2270,3260,1717,822,354,1167,1960,7943,-4.00,0.10,-3.90,93.4,102.5,106.7,.464,13.0,27.1,0.233,.514,16.5,29.3,0.263
1248,1977-78,HOU,NBA,82,28,54,.341,19730,3523,7691,3523,7691,,,1467,1896,1301,2421,3722,1942,683,319,1376,2025,8513,-4.00,0.17,-3.83,101.3,102.2,106.1,.458,13.9,34.0,0.191,.482,14.4,33.0,0.229
1249,2010-11,CHA,NBA,82,34,48,.415,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650,-4.00,-0.08,-4.08,89.6,103.4,107.8,.482,14.1,25.7,0.237,.500,12.9,24.8,0.229
1250,2004-05,POR,NBA,82,27,55,.329,19730,2896,6422,2476,5261,420,1161,1409,1944,970,2404,3374,1722,583,544,1308,1703,7621,-4.00,0.55,-3.45,89.8,103.2,107.7,.484,15.2,29.6,0.219,.479,12.6,32.3,0.204
1251,1971-72,CIN,NBA,82,30,52,.366,19780,3444,7496,3444,7496,,,1948,2578,,,3754,2020,,,,2079,8836,-4.04,-0.10,-4.13,,,,.459,,,0.260,.466,,,0.276
1252,1976-77,ATL,NBA,82,31,51,.378,19705,3279,7176,3279,7176,,,1836,2451,1244,2512,3756,1882,733,330,1779,2302,8394,-4.06,0.19,-3.87,104.6,97.8,101.6,.457,17.7,32.9,0.256,.478,17.0,30.9,0.267
1253,1974-75,LAL,NBA,82,30,52,.366,19855,3409,7577,3409,7577,,,1641,2182,1312,2763,4075,2091,755,423,1785,2079,8459,-4.07,0.13,-3.94,106.4,96.1,99.9,.450,17.3,31.9,0.217,.454,15.4,34.0,0.203
1254,1962-63,CHZ,NBA,80,25,55,.313,,3371,7448,3371,7448,,,2053,2944,,,5145,1773,,,,2065,8795,-4.09,0.45,-3.63,,,,.453,,,0.276,,,,
1255,2002-03,LAC,NBA,82,27,55,.329,19755,2835,6490,2445,5312,390,1178,1633,2177,1008,2462,3470,1605,574,461,1291,1784,7693,-4.12,0.68,-3.45,91.3,102.3,106.8,.467,14.8,29.1,0.252,.481,13.1,29.8,0.222
1256,1979-80,SDC,NBA,82,35,47,.427,19755,3524,7494,3347,6951,177,543,1595,2167,1294,2308,3602,1688,664,288,1443,1896,8820,-4.15,0.18,-3.97,101.4,105.7,109.8,.482,14.6,34.2,0.213,.503,14.2,34.6,0.215
1257,1978-79,NJN*,NBA,82,37,45,.451,19755,3464,7523,3464,7523,,,1904,2613,1241,2370,3611,1907,853,619,1861,2329,8832,-4.17,0.17,-4.00,109.5,98.0,101.8,.460,17.7,31.8,0.253,.480,18.3,34.2,0.296
1258,1988-89,IND,NBA,82,28,54,.341,19855,3385,6945,3183,6330,202,615,1795,2275,1065,2497,3562,2012,563,418,1547,2105,8767,-4.17,1.17,-3.00,99.2,106.8,111.0,.502,16.3,31.5,0.258,.478,12.4,34.0,0.275
1259,2015-16,MIL,NBA,82,33,49,.402,19830,3145,6740,2705,5463,440,1277,1392,1863,858,2559,3417,1895,672,475,1247,1695,8122,-4.18,0.20,-3.98,94.2,104.3,108.7,.499,14.2,24.9,0.207,.510,14.2,26.9,0.221
1260,1982-83,UTA,NBA,82,30,52,.366,19755,3525,7342,3481,7159,44,183,1844,2440,1093,2550,3643,2176,758,595,1683,2017,8938,-4.20,-0.03,-4.22,107.3,101.2,105.1,.483,16.7,29.0,0.251,.481,15.2,36.1,0.208
1261,1991-92,MIA*,NBA,82,38,44,.463,19830,3256,7061,2999,6310,257,751,1839,2329,1187,2366,3553,1749,670,373,1377,1819,8608,-4.21,0.27,-3.94,97.7,106.7,110.9,.479,14.6,33.0,0.260,.508,13.9,32.4,0.235
1262,1959-60,MNL*,NBA,75,25,50,.333,,3040,7884,3040,7884,,,1965,2691,,,5432,1444,,,,1813,8045,-4.23,0.09,-4.14,,,,.386,,,0.249,,,,
1263,1995-96,NJN,NBA,82,30,52,.366,19905,2881,6750,2631,6004,250,746,1672,2244,1350,2503,3853,1752,627,571,1375,1880,7684,-4.23,0.09,-4.14,90.9,101.9,106.5,.445,15.1,36.4,0.248,.495,14.5,29.1,0.223
1264,1989-90,MIN,NBA,82,22,60,.268,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803,-4.23,0.63,-3.60,91.1,103.6,108.2,.451,13.3,34.0,0.232,.492,15.5,33.8,0.291
1265,2001-02,ATL,NBA,82,33,49,.402,19780,2901,6610,2478,5416,423,1194,1486,1942,955,2445,3400,1656,667,350,1275,1702,7711,-4.23,-0.18,-4.41,91.9,101.8,106.4,.471,14.6,27.5,0.225,.495,14.1,29.1,0.218
1266,2000-01,CLE,NBA,82,30,52,.366,19830,2890,6532,2670,5873,220,659,1561,2040,1015,2440,3455,1708,642,436,1350,1904,7561,-4.24,-0.23,-4.48,91.2,100.3,104.9,.459,15.4,29.7,0.239,.477,14.1,28.9,0.248
1267,1983-84,CLE,NBA,82,28,54,.341,19855,3362,7232,3319,7068,43,164,1619,2178,1213,2388,3601,1930,630,375,1332,2206,8386,-4.26,0.55,-3.71,97.4,104.1,108.5,.468,14.0,33.5,0.224,.490,13.2,29.2,0.280
1268,2004-05,UTA,NBA,82,26,56,.317,19780,2828,6301,2578,5539,250,762,1719,2272,1047,2243,3290,1826,541,374,1292,2189,7625,-4.27,0.53,-3.74,88.4,104.7,109.5,.469,15.0,31.9,0.273,.499,14.2,27.7,0.340
1269,1993-94,BOS,NBA,82,32,50,.390,19905,3333,7057,3195,6580,138,477,1463,2003,1037,2380,3417,1928,674,440,1242,1849,8267,-4.28,0.01,-4.28,95.6,104.2,108.7,.482,13.5,29.3,0.207,.494,13.7,32.2,0.238
1270,2006-07,POR,NBA,82,32,50,.390,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717,-4.29,0.51,-3.78,88.3,105.1,109.9,.483,14.5,28.2,0.241,.508,13.5,27.0,0.267
1271,1993-94,LAL,NBA,82,33,49,.402,19755,3291,7316,3050,6513,241,803,1410,1967,1260,2204,3464,1983,751,461,1197,1877,8233,-4.29,0.36,-3.93,95.5,104.8,109.3,.466,12.8,33.2,0.193,.492,14.3,36.8,0.240
1272,2019-20,NOP,NBA,13,4,9,.308,3145,553,1209,357,695,196,514,202,281,148,442,590,341,114,62,226,314,1504,-4.31,0.98,-3.33,105.7,108.6,112.7,.538,14.5,24.0,0.167,.542,14.3,23.4,0.230
1273,1973-74,CLE,NBA,82,29,53,.354,19755,3420,7782,3420,7782,,,1381,1788,1275,2492,3767,2048,598,293,1545,1925,8221,-4.33,0.17,-4.16,104.1,96.0,100.1,.439,15.3,31.3,0.177,.469,16.6,31.3,0.231
