Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
259,2014-15,CLE*,NBA,82,53,29,.646,19780,3089,6739,2263,4486,826,2253,1453,1934,911,2612,3523,1814,603,340,1171,1510,8457
260,1987-88,DAL*,NBA,82,53,29,.646,19755,3413,7191,3259,6665,154,526,1980,2510,1341,2495,3836,1984,645,446,1257,1734,8960
261,1986-87,DET*,NBA,82,52,30,.634,19830,3544,7237,3505,7068,39,169,1991,2602,1245,2649,3894,2021,643,436,1417,2078,9118
262,1981-82,SEA*,NBA,82,52,30,.634,19830,3505,7178,3467,7025,38,153,1747,2362,1103,2544,3647,2103,691,460,1351,2057,8795
263,1983-84,PHI*,NBA,82,52,30,.634,19955,3384,6833,3355,6726,29,107,2041,2706,1181,2382,3563,2032,807,653,1628,2040,8838
264,1989-90,BOS*,NBA,82,52,30,.634,19705,3563,7148,3457,6744,106,404,1791,2153,1066,2707,3773,2423,539,455,1256,1717,9023
265,1977-78,SAS*,NBA,82,52,30,.634,19780,3794,7594,3794,7594,,,1797,2234,1030,2594,3624,2240,797,553,1665,1871,9385
266,1984-85,DEN*,NBA,82,52,30,.634,19830,3876,7976,3803,7741,73,235,2016,2568,1331,2303,3634,2266,894,424,1382,2152,9841
267,1988-89,ATL*,NBA,82,52,30,.634,19805,3412,7230,3302,6833,110,397,2168,2709,1372,2316,3688,1990,817,474,1310,1880,9102
268,2017-18,PHI*,NBA,82,52,30,.634,19780,3349,7098,2448,4653,901,2445,1405,1868,893,2996,3889,2221,682,420,1353,1811,9004
269,1970-71,NYK*,NBA,82,52,30,.634,19755,3633,8076,3633,8076,,,1760,2377,,,4075,1779,,,,1916,9026
270,1999-00,MIA*,NBA,82,52,30,.634,19830,2974,6462,2528,5260,446,1202,1345,1827,921,2619,3540,1931,582,524,1231,1947,7739
271,1988-89,NYK*,NBA,82,52,30,.634,19805,3701,7611,3315,6464,386,1147,1779,2366,1322,2265,3587,2083,900,446,1572,2053,9567
272,2005-06,MIA*,NBA,82,52,30,.634,19755,3039,6355,2542,4914,497,1441,1616,2310,858,2675,3533,1692,522,442,1186,1871,8191
273,2010-11,ORL*,NBA,82,52,30,.634,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135
274,1995-96,IND*,NBA,82,52,30,.634,19755,2979,6205,2616,5232,363,973,1823,2416,1010,2262,3272,1917,579,323,1335,2031,8144
275,2003-04,DAL*,NBA,82,52,30,.634,19805,3322,7230,2815,5774,507,1456,1475,1854,1174,2538,3712,1963,656,437,1000,1609,8626
276,1978-79,SEA*,NBA,82,52,30,.634,19755,3504,7484,3504,7484,,,1732,2298,1310,2591,3901,1973,690,398,1586,1914,8740
277,2000-01,MIL*,NBA,82,52,30,.634,19780,3112,6798,2550,5317,562,1481,1474,1874,975,2500,3475,1844,672,386,1123,1928,8260
278,1980-81,SAS*,NBA,82,52,30,.634,19805,3571,7276,3556,7191,15,85,2052,2668,1304,2582,3886,2048,685,643,1533,2114,9209
279,1990-91,HOU*,NBA,82,52,30,.634,19855,3403,7287,3087,6298,316,989,1631,2200,1275,2508,3783,1906,796,409,1402,1874,8753
280,2004-05,SEA*,NBA,82,52,30,.634,19755,2882,6498,2216,4674,666,1824,1683,2131,1041,2311,3352,1487,553,338,1113,1944,8113
281,2006-07,HOU*,NBA,82,52,30,.634,19855,2906,6528,2201,4635,705,1893,1436,1906,880,2673,3553,1704,583,337,1162,1710,7953
282,1972-73,BAL*,NBA,82,52,30,.634,19730,3656,7883,3656,7883,,,1294,1742,,,4205,2051,,,,1672,8606
283,2007-08,ORL*,NBA,82,52,30,.634,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567
284,1967-68,LAL*,NBA,82,52,30,.634,19855,3827,8031,3827,8031,,,2283,3143,,,5225,1983,,,,2152,9937
285,1994-95,IND*,NBA,82,52,30,.634,19780,2983,6248,2609,5263,374,985,1796,2390,1051,2290,3341,1877,703,363,1340,1939,8136
286,1958-59,BOS*,NBA,72,52,20,.722,,3208,8116,3208,8116,,,1963,2563,,,5601,1568,,,,1769,8379
287,1973-74,DET*,NBA,82,52,30,.634,19755,3453,7515,3453,7515,,,1654,2164,1200,2681,3881,1956,793,419,1763,1930,8560
288,2001-02,NJN*,NBA,82,52,30,.634,19830,3042,6816,2639,5622,403,1194,1402,1907,1039,2515,3554,1990,716,490,1189,1734,7889
289,1960-61,STL*,NBA,79,51,28,.646,,3618,8795,3618,8795,,,2147,2921,,,5994,2136,,,,2135,9383
290,1988-89,UTA*,NBA,82,51,31,.622,19730,3182,6595,3068,6215,114,380,2110,2742,1050,2607,3657,2108,720,583,1532,1894,8588
291,1991-92,BOS*,NBA,82,51,31,.622,19780,3543,7196,3433,6837,110,359,1549,1917,1095,2583,3678,2072,636,484,1165,1686,8745
292,1992-93,POR*,NBA,82,51,31,.622,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898
293,1985-86,HOU*,NBA,82,51,31,.622,19755,3759,7671,3674,7361,85,310,1776,2434,1316,2434,3750,2318,745,551,1374,1991,9379
294,2006-07,UTA*,NBA,82,51,31,.622,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322
295,2016-17,UTA*,NBA,82,51,31,.622,19755,3033,6515,2242,4387,791,2128,1401,1875,771,2774,3545,1651,550,410,1118,1545,8258
296,2014-15,POR*,NBA,82,51,31,.622,19855,3175,7049,2368,4818,807,2231,1272,1589,879,2881,3760,1799,525,372,1117,1494,8429
297,2002-03,MIN*,NBA,82,51,31,.622,19805,3172,6809,2876,6005,296,804,1406,1826,959,2614,3573,2070,553,433,1124,1704,8046
298,1949-50,ROC*,NBA,68,51,17,.750,,1956,5247,1956,5247,,,1690,2319,,,,1383,,,,1585,5602
299,2016-17,LAC*,NBA,82,51,31,.622,19755,3242,6820,2401,4575,841,2245,1586,2128,738,2790,3528,1848,612,347,1062,1626,8911
300,1997-98,CHH*,NBA,82,51,31,.622,19780,2968,6344,2622,5440,346,904,1641,2186,985,2341,3326,1941,691,312,1247,1757,7923
301,1949-50,SYR*,NBA,64,51,13,.797,,1869,5276,1869,5276,,,1691,2396,,,,1473,,,,1833,5429
302,2013-14,GSW*,NBA,82,51,31,.622,19830,3236,7005,2462,4968,774,2037,1303,1731,896,2819,3715,1912,642,407,1247,1784,8549
303,2007-08,DAL*,NBA,82,51,31,.622,19730,3025,6515,2531,5112,494,1403,1690,2075,883,2643,3526,1720,490,402,1037,1786,8234
304,2004-05,HOU*,NBA,82,51,31,.622,19855,2846,6419,2293,4898,553,1521,1551,1986,874,2601,3475,1733,563,378,1135,1807,7796
305,2018-19,PHI*,NBA,82,51,31,.622,19805,3407,7233,2518,4759,889,2474,1742,2258,892,3025,3917,2207,606,432,1223,1745,9445
306,1949-50,MNL*,NBA,68,51,17,.750,,2139,5832,2139,5832,,,1439,1943,,,,1406,,,,1672,5717
307,1971-72,GSW*,NBA,82,51,31,.622,19705,3477,7923,3477,7923,,,1917,2500,,,4450,1854,,,,1840,8871
308,1991-92,NYK*,NBA,82,51,31,.622,19855,3312,6947,3111,6329,201,618,1503,2049,1185,2489,3674,2130,634,382,1242,1905,8328
309,2016-17,CLE*,NBA,82,51,31,.622,19880,3275,6963,2208,4184,1067,2779,1431,1913,766,2821,3587,1858,539,327,1121,1486,9048
310,1970-71,CHI*,NBA,82,51,31,.622,19755,3460,7660,3460,7660,,,2150,2721,,,4325,2142,,,,1797,9070
311,2000-01,PHO*,NBA,82,51,31,.622,19805,2944,6757,2612,5703,332,1054,1490,1973,970,2529,3499,1905,775,429,1250,1864,7710
312,1972-73,CHI*,NBA,82,51,31,.622,19805,3480,7835,3480,7835,,,1574,2073,,,4000,2023,,,,1881,8534
313,2016-17,TOR*,NBA,82,51,31,.622,19780,3211,6918,2486,4922,725,1996,1615,2028,871,2676,3547,1517,677,400,1041,1708,8762
314,1982-83,MIL*,NBA,82,51,31,.622,19830,3486,7133,3449,6964,37,169,1731,2299,1095,2477,3572,2116,662,532,1447,2131,8740
315,1983-84,MIL*,NBA,82,50,32,.610,19905,3432,6970,3373,6738,59,232,1743,2354,1135,2385,3520,2113,642,489,1415,2167,8666
316,1990-91,DET*,NBA,82,50,32,.610,19805,3194,6875,3063,6435,131,440,1686,2211,1206,2452,3658,1825,487,367,1181,1869,8205
317,2008-09,DAL*,NBA,82,50,32,.610,19805,3128,6770,2557,5138,571,1632,1516,1852,909,2595,3504,1779,591,429,1043,1600,8343
318,2002-03,LAL*,NBA,82,50,32,.610,19930,3091,6856,2605,5489,486,1367,1562,2129,1078,2554,3632,1909,639,470,1192,1874,8230
319,2014-15,DAL*,NBA,82,50,32,.610,19880,3255,7036,2523,4954,732,2082,1386,1843,858,2608,3466,1846,663,371,1062,1644,8628
320,2002-03,DET*,NBA,82,50,32,.610,19905,2700,6277,2167,4789,533,1488,1559,2021,883,2445,3328,1620,556,468,1104,1748,7492
321,2011-12,CHI*,NBA,66,50,16,.758,15940,2467,5462,2048,4345,419,1117,1006,1394,915,2165,3080,1527,456,388,923,1139,6359
322,1976-77,DEN*,NBA,82,50,32,.610,19780,3590,7471,3590,7471,,,2053,2783,1288,2700,3988,2262,953,471,2011,2142,9233
323,2000-01,POR*,NBA,82,50,32,.610,19780,3004,6417,2635,5360,369,1057,1447,1899,960,2481,3441,1963,672,419,1257,1745,7824
324,2002-03,POR*,NBA,82,50,32,.610,19855,2987,6491,2608,5341,379,1150,1450,1947,992,2378,3370,1860,725,316,1248,1634,7803
325,2003-04,MEM*,NBA,82,50,32,.610,19880,2963,6657,2516,5343,447,1314,1557,2143,1047,2381,3428,1915,795,565,1226,1903,7930
326,2009-10,BOS*,NBA,82,50,32,.610,19780,3039,6294,2540,4861,499,1433,1559,2090,716,2449,3165,1930,701,402,1219,1816,8136
327,2009-10,OKC*,NBA,82,50,32,.610,19805,3063,6629,2645,5400,418,1229,1778,2210,960,2607,3567,1639,654,481,1227,1743,8322
328,2018-19,UTA*,NBA,82,50,32,.610,19755,3314,7082,2321,4293,993,2789,1540,2092,820,2981,3801,2133,663,483,1240,1728,9161
329,2013-14,MEM*,NBA,82,50,32,.610,19805,3122,6723,2717,5576,405,1147,1235,1666,950,2526,3476,1792,631,375,1124,1568,7884
330,1969-70,BAL*,NBA,82,50,32,.610,19905,3925,8567,3925,8567,,,2050,2652,,,4679,1881,,,,1896,9900
331,2010-11,DEN*,NBA,82,50,32,.610,19705,3145,6613,2483,4909,662,1704,1859,2429,791,2652,3443,1813,605,352,1157,1719,8811
332,2009-10,SAS*,NBA,82,50,32,.610,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312
333,2011-12,SAS*,NBA,66,50,16,.758,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841
334,1980-81,NYK*,NBA,82,50,32,.610,19830,3505,7255,3449,7019,56,236,1783,2386,1137,2205,3342,1976,861,314,1461,1917,8849
335,2005-06,CLE*,NBA,82,50,32,.610,19830,2908,6412,2411,4947,497,1465,1689,2318,959,2511,3470,1560,567,392,1137,1733,8002
336,2017-18,CLE*,NBA,82,50,32,.610,19730,3311,6950,2330,4314,981,2636,1488,1909,694,2761,3455,1916,582,312,1126,1524,9091
337,1987-88,CHI*,NBA,82,50,32,.610,19855,3434,7015,3378,6772,56,243,1685,2221,1170,2459,3629,2149,712,475,1263,1849,8609
338,1986-87,MIL*,NBA,82,50,32,.610,19780,3457,7282,3272,6710,185,572,1953,2549,1119,2322,3441,2044,845,393,1260,2180,9052
339,1976-77,PHI*,NBA,82,50,32,.610,19780,3511,7322,3511,7322,,,2012,2732,1293,2752,4045,1966,814,561,1915,2074,9034
340,2004-05,SAC*,NBA,82,50,32,.610,19855,3203,6978,2681,5582,522,1396,1577,2004,1023,2455,3478,2005,674,316,1073,1685,8505
341,2001-02,DET*,NBA,82,50,32,.610,19680,2845,6300,2278,4791,567,1509,1478,1954,810,2366,3176,1765,648,565,1193,1695,7735
342,2014-15,CHI*,NBA,82,50,32,.610,19880,3001,6797,2356,4972,645,1825,1618,2067,959,2792,3751,1781,514,476,1145,1495,8265
343,1979-80,ATL*,NBA,82,50,32,.610,19780,3261,7027,3248,6952,13,75,2038,2645,1369,2406,3775,1913,782,539,1495,2293,8573
344,1985-86,ATL*,NBA,82,50,32,.610,19805,3447,7029,3414,6863,33,166,1979,2704,1249,2405,3654,2025,736,434,1483,2170,8906
345,1987-88,ATL*,NBA,82,50,32,.610,19780,3443,7102,3358,6820,85,282,1873,2441,1228,2379,3607,2062,635,537,1225,2050,8844
346,2009-10,POR*,NBA,82,50,32,.610,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045
347,1999-00,MIN*,NBA,82,50,32,.610,19905,3226,6910,2978,6194,248,716,1379,1769,1016,2471,3487,2205,622,444,1139,1913,8079
348,1997-98,ATL*,NBA,82,50,32,.610,19880,2887,6352,2550,5336,337,1016,1749,2314,1106,2417,3523,1569,653,491,1214,1671,7860
349,2001-02,MIN*,NBA,82,50,32,.610,19805,3175,6887,2779,5840,396,1047,1399,1754,1059,2562,3621,1993,524,427,1097,1739,8145
350,2007-08,DEN*,NBA,82,50,32,.610,19855,3307,7038,2738,5433,569,1605,1891,2519,918,2698,3616,2024,752,551,1203,1731,9074
351,1994-95,CHH*,NBA,82,50,32,.610,19805,3051,6438,2491,5029,560,1409,1587,2042,832,2395,3227,2072,620,399,1224,1685,8249
352,1993-94,ORL*,NBA,82,50,32,.610,19730,3341,6883,2947,5746,394,1137,1590,2346,1177,2356,3533,2070,683,456,1327,1713,8666
353,1978-79,PHO*,NBA,82,50,32,.610,19780,3847,7516,3847,7516,,,1765,2299,1083,2379,3462,2500,915,337,1760,1944,9459
354,2000-01,MIA*,NBA,82,50,32,.610,19880,2694,6258,2216,4874,478,1384,1423,1874,813,2435,3248,1630,633,304,1122,1726,7289
355,2006-07,CLE*,NBA,82,50,32,.610,19880,2978,6658,2484,5254,494,1404,1484,2133,1039,2529,3568,1708,625,353,1177,1781,7934
356,1999-00,NYK*,NBA,82,50,32,.610,19830,2897,6374,2546,5437,351,937,1410,1805,802,2521,3323,1588,515,349,1201,1983,7555
357,1993-94,GSW*,NBA,82,50,32,.610,19780,3512,7145,3221,6286,291,859,1529,2304,1183,2396,3579,2198,804,511,1433,1789,8844
358,1946-47,WSC*,BAA,60,49,11,.817,,1723,5794,1723,5794,,,982,1391,,,,378,,,,1144,4428
359,2012-13,BRK*,NBA,82,49,33,.598,19855,2942,6544,2314,4784,628,1760,1432,1958,1047,2460,3507,1668,599,391,1206,1500,7944
360,1976-77,POR*,NBA,82,49,33,.598,19730,3623,7537,3623,7537,,,1917,2515,1260,2703,3963,1990,868,492,1757,2220,9163
361,1958-59,STL*,NBA,72,49,23,.681,,2879,7015,2879,7015,,,2072,2757,,,5045,1567,,,,1937,7830
362,1974-75,BUF*,NBA,82,49,33,.598,19730,3552,7469,3552,7469,,,1735,2224,1108,2735,3843,2063,718,456,1710,1879,8839
363,2008-09,NOH*,NBA,82,49,33,.598,19755,2911,6366,2355,4840,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,7857
364,1986-87,POR*,NBA,82,49,33,.598,19805,3650,7249,3552,6910,98,339,2269,2928,1180,2413,3593,2359,767,387,1546,2082,9667
365,1996-97,POR*,NBA,82,49,33,.598,19855,3000,6465,2499,5064,501,1401,1613,2261,1058,2494,3552,1710,640,435,1357,1928,8114
366,2001-02,BOS*,NBA,82,49,33,.598,19830,2852,6731,2153,4785,699,1946,1498,1960,891,2570,3461,1722,793,292,1114,1776,7901
367,1999-00,PHI*,NBA,82,49,33,.598,19830,2993,6776,2785,6133,208,643,1577,2226,1147,2468,3615,1817,791,386,1284,1939,7771
368,1975-76,CLE*,NBA,82,49,33,.598,19805,3497,7709,3497,7709,,,1346,1827,1192,2588,3780,1844,638,397,1330,1871,8340
369,2005-06,MEM*,NBA,82,49,33,.598,19855,2746,6125,2156,4547,590,1578,1476,2077,834,2379,3213,1586,600,442,1134,1757,7558
370,2004-05,DEN*,NBA,82,49,33,.598,19755,3038,6615,2718,5675,320,940,1765,2313,967,2473,3440,1958,750,489,1224,1878,8161
371,1971-72,PHO,NBA,82,49,33,.598,19880,3599,7877,3599,7877,,,2336,2999,,,4301,1976,,,,2026,9534
372,1999-00,CHH*,NBA,82,49,33,.598,19780,2935,6533,2596,5532,339,1001,1863,2458,884,2635,3519,2023,732,480,1206,1670,8072
373,1977-78,PHO*,NBA,82,49,33,.598,19780,3731,7836,3731,7836,,,1749,2329,1166,2579,3745,2338,1059,372,1766,1956,9211
374,1982-83,NJN*,NBA,82,49,33,.598,19705,3510,7140,3480,6991,30,149,1622,2301,1266,2427,3693,2143,911,592,1873,2166,8672
375,1964-65,LAL*,NBA,80,49,31,.613,19350,3336,7628,3336,7628,,,2276,2984,,,5231,1601,,,,1998,8948
376,1957-58,BOS*,NBA,72,49,23,.681,,3006,7759,3006,7759,,,1904,2585,,,5402,1508,,,,1723,7916
377,2002-03,NJN*,NBA,82,49,33,.598,19755,2906,6585,2560,5544,346,1041,1662,2195,991,2528,3519,1887,717,374,1212,1772,7820
378,1979-80,MIL*,NBA,82,49,33,.598,19805,3685,7553,3635,7398,50,155,1605,2102,1245,2396,3641,2277,778,510,1496,1937,9025
379,1983-84,DET*,NBA,82,49,33,.598,19905,3798,7910,3766,7769,32,141,1974,2547,1427,2434,3861,2256,697,417,1310,2177,9602
380,1988-89,MIL*,NBA,82,49,33,.598,19755,3399,7167,3220,6600,179,567,1955,2382,1133,2272,3405,2071,821,323,1305,1953,8932
381,2013-14,DAL*,NBA,82,49,33,.598,19830,3249,6858,2528,4981,721,1877,1378,1733,840,2514,3354,1935,704,356,1110,1636,8597
382,2006-07,CHI*,NBA,82,49,33,.598,19780,3046,6663,2566,5426,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,8100
383,1976-77,HOU*,NBA,82,49,33,.598,19780,3535,7325,3535,7325,,,1656,2103,1254,2632,3886,1913,616,411,1600,2132,8726
384,2001-02,POR*,NBA,82,49,33,.598,19830,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,3529,1926,702,368,1172,1613,7925
385,1992-93,SAS*,NBA,82,49,33,.598,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652
386,2018-19,BOS*,NBA,82,49,33,.598,19780,3451,7423,2419,4594,1032,2829,1282,1598,804,2849,3653,2155,706,435,1052,1670,9216
387,2017-18,POR*,NBA,82,49,33,.598,19755,3222,7132,2377,4824,845,2308,1372,1715,835,2893,3728,1599,573,423,1109,1599,8661
388,2018-19,OKC*,NBA,82,49,33,.598,19855,3497,7706,2565,5029,932,2677,1461,2049,1031,2911,3942,1917,766,425,1145,1839,9387
389,1959-60,PHW*,NBA,75,49,26,.653,,3549,8678,3549,8678,,,1797,2686,,,5916,1796,,,,1715,8895
390,1961-62,PHW*,NBA,80,49,31,.613,,3917,8929,3917,8929,,,2201,3207,,,5939,2073,,,,2013,10035
391,1973-74,NYK*,NBA,82,49,33,.598,19780,3478,7483,3478,7483,,,1350,1738,959,2725,3684,1937,554,277,1463,1884,8306
392,2014-15,TOR*,NBA,82,49,33,.598,19855,3108,6829,2382,4769,726,2060,1585,2014,881,2526,3407,1701,615,357,1057,1712,8527
393,2005-06,NJN*,NBA,82,49,33,.598,19780,2778,6317,2301,4870,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,7691
394,2016-17,WAS*,NBA,82,49,33,.598,19855,3388,7137,2632,5107,756,2030,1421,1812,843,2671,3514,1956,693,336,1162,1745,8953
395,2012-13,IND*,NBA,81,49,32,.605,19590,2845,6525,2290,4926,555,1599,1429,1915,1043,2671,3714,1645,580,513,1227,1623,7674
396,2017-18,IND*,NBA,82,48,34,.585,19755,3345,7083,2604,5073,741,2010,1225,1573,788,2684,3472,1819,721,340,1089,1544,8656
397,1994-95,LAL*,NBA,82,48,34,.585,19905,3284,7088,2759,5596,525,1492,1523,2072,1126,2316,3442,2078,750,563,1243,1933,8616
398,1962-63,STL*,NBA,80,48,32,.600,,3355,7780,3355,7780,,,2056,2820,,,5096,1902,,,,2077,8766
399,1968-69,ATL*,NBA,82,48,34,.585,19730,3605,7844,3605,7844,,,1913,2785,,,4599,2069,,,,2082,9123
400,2013-14,CHI*,NBA,82,48,34,.585,19930,2843,6577,2335,5118,508,1459,1486,1908,937,2683,3620,1860,594,424,1223,1565,7680
401,1981-82,SAS*,NBA,82,48,34,.585,19755,3698,7613,3634,7361,64,252,1812,2335,1253,2537,3790,2257,600,555,1293,2217,9272
402,2008-09,UTA*,NBA,82,48,34,.585,19880,3143,6623,2751,5501,392,1122,1814,2352,940,2423,3363,2024,719,374,1210,1830,8492
403,1995-96,HOU*,NBA,82,48,34,.585,19805,3078,6638,2441,4877,637,1761,1611,2106,919,2455,3374,1982,645,476,1245,1753,8404
404,2010-11,POR*,NBA,82,48,34,.585,19805,2951,6599,2433,5096,518,1503,1476,1835,996,2230,3226,1736,660,358,1070,1585,7896
405,2015-16,BOS*,NBA,82,48,34,.585,19780,3216,7318,2499,5176,717,2142,1520,1929,950,2733,3683,1981,752,348,1127,1796,8669
406,2017-18,OKC*,NBA,82,48,34,.585,19830,3271,7221,2390,4730,881,2491,1421,1985,1024,2671,3695,1750,743,412,1147,1653,8844
407,1975-76,WSB*,NBA,82,48,34,.585,19905,3416,7234,3416,7234,,,1595,2215,1019,2812,3831,1823,696,485,1672,1921,8427
408,2018-19,LAC*,NBA,82,48,34,.585,19830,3384,7178,2563,5060,821,2118,1853,2340,796,2936,3732,1970,561,385,1193,1913,9442
409,1952-53,MNL*,NBA,70,48,22,.686,,2166,5559,2166,5559,,,1641,2221,,,3406,1351,,,,1917,5973
410,1974-75,GSW*,NBA,82,48,34,.585,19780,3714,7981,3714,7981,,,1470,1915,1416,2854,4270,2076,972,365,1716,2109,8898
411,2015-16,CHO*,NBA,82,48,34,.585,19855,3036,6922,2163,4512,873,2410,1534,1941,734,2869,3603,1778,595,438,1030,1487,8479
412,2000-01,NYK*,NBA,82,48,34,.585,19905,2755,6198,2364,5083,391,1115,1374,1727,773,2524,3297,1520,545,346,1189,1863,7275
413,2015-16,MIA*,NBA,82,48,34,.585,19830,3150,6697,2652,5217,498,1480,1406,1889,807,2811,3618,1709,553,531,1155,1502,8204
414,1970-71,LAL*,NBA,82,48,34,.585,19755,3739,7857,3739,7857,,,1933,2717,,,4269,2205,,,,1709,9411
415,2013-14,TOR*,NBA,82,48,34,.585,19955,2992,6718,2279,4801,713,1917,1608,2055,935,2552,3487,1737,577,343,1159,1882,8305
416,2013-14,PHO,NBA,82,48,34,.585,19755,3172,6845,2407,4790,765,2055,1520,2004,928,2601,3529,1563,688,374,1258,1798,8629
417,2018-19,IND*,NBA,82,48,34,.585,19705,3390,7135,2611,5054,779,2081,1298,1727,762,2766,3528,2128,713,404,1122,1594,8857
418,1990-91,MIL*,NBA,82,48,34,.585,19855,3337,6948,3080,6195,257,753,1796,2241,1079,2162,3241,2075,894,330,1321,2033,8727
419,1991-92,DET*,NBA,82,48,34,.585,19780,3191,6867,3026,6341,165,526,1566,2108,1210,2421,3631,1899,546,357,1212,1646,8113
420,1982-83,SEA*,NBA,82,48,34,.585,19805,3597,7277,3568,7139,29,138,1796,2459,1152,2569,3721,2278,677,437,1533,1969,9019
421,1983-84,POR*,NBA,82,48,34,.585,19805,3632,7189,3607,7060,25,129,1988,2637,1251,2194,3445,2082,814,397,1483,2134,9277
422,1969-70,ATL*,NBA,82,48,34,.585,19780,3817,7907,3817,7907,,,2012,2669,,,4210,2142,,,,2016,9646
423,1992-93,BOS*,NBA,82,48,34,.585,19780,3453,7093,3343,6710,110,383,1486,1912,1076,2436,3512,1999,647,458,1174,1862,8502
424,2017-18,NOP*,NBA,82,48,34,.585,19955,3500,7241,2663,4929,837,2312,1324,1716,712,2924,3636,2195,657,485,1223,1570,9161
425,1977-78,DEN*,NBA,82,48,34,.585,19830,3548,7441,3548,7441,,,2068,2705,1177,2736,3913,2187,824,422,1748,2116,9164
426,1978-79,SAS*,NBA,82,48,34,.585,19830,3927,7760,3927,7760,,,1926,2423,1096,2619,3715,2313,829,509,1652,2071,9780
427,1984-85,HOU*,NBA,82,48,34,.585,19830,3748,7440,3707,7254,41,186,1581,2261,1325,2395,3720,2239,683,597,1605,2033,9118
428,2002-03,PHI*,NBA,82,48,34,.585,19855,2975,6640,2730,5853,245,787,1746,2253,1042,2415,3457,1771,844,284,1212,1804,7941
429,2017-18,UTA*,NBA,82,48,34,.585,19755,3139,6797,2252,4372,887,2425,1375,1766,740,2807,3547,1839,708,420,1205,1608,8540
430,1971-72,NYK*,NBA,82,48,34,.585,19805,3521,7673,3521,7673,,,1743,2303,,,3909,1985,,,,1899,8785
431,1970-71,PHO,NBA,82,48,34,.585,19780,3503,8021,3503,8021,,,2327,3078,,,4442,1927,,,,2132,9333
432,1963-64,SFW*,NBA,80,48,32,.600,,3407,7779,3407,7779,,,1800,2821,,,5499,1899,,,,1978,8614
433,1976-77,WSB*,NBA,82,48,34,.585,19730,3514,7479,3514,7479,,,1622,2264,1185,2758,3943,1935,642,433,1677,1940,8650
434,2015-16,ATL*,NBA,82,48,34,.585,19830,3168,6923,2353,4597,815,2326,1282,1638,679,2772,3451,2100,747,486,1226,1570,8433
435,2018-19,SAS*,NBA,82,48,34,.585,19805,3468,7248,2656,5177,812,2071,1408,1720,757,2910,3667,2013,501,386,992,1487,9156
436,1964-65,CIN*,NBA,80,48,32,.600,19325,3482,7797,3482,7797,,,2170,2866,,,5387,1843,,,,1992,9134
437,1978-79,KCK*,NBA,82,48,34,.585,19855,3764,7644,3764,7644,,,1746,2392,1191,2404,3595,2239,825,390,1631,2419,9274
438,2002-03,IND*,NBA,82,48,34,.585,19905,2911,6608,2532,5489,379,1119,1739,2271,1004,2622,3626,1910,696,443,1210,1811,7940
439,1962-63,SYR*,NBA,80,48,32,.600,,3690,8290,3690,8290,,,2350,3005,,,5516,1742,,,,2277,9730
440,1968-69,BOS*,NBA,82,48,34,.585,19830,3583,8316,3583,8316,,,1936,2657,,,4840,1953,,,,2073,9102
441,2007-08,GSW,NBA,82,48,34,.585,19780,3403,7406,2642,5221,761,2185,1538,2044,1045,2496,3541,1833,744,377,1082,1875,9105
442,2012-13,GSW*,NBA,82,47,35,.573,19805,3130,6840,2472,5208,658,1632,1378,1744,885,2801,3686,1845,567,346,1236,1753,8296
443,1971-72,SEA,NBA,82,47,35,.573,19755,3461,7457,3461,7457,,,2035,2659,,,4123,1976,,,,1738,8957
444,1977-78,SEA*,NBA,82,47,35,.573,19780,3445,7715,3445,7715,,,1675,2352,1456,2601,4057,1799,782,429,1636,2008,8565
445,2002-03,NOH*,NBA,82,47,35,.573,19905,2914,6695,2510,5620,404,1075,1467,1910,1097,2475,3572,1807,656,394,1212,1769,7699
446,1992-93,UTA*,NBA,82,47,35,.573,19755,3336,6828,3206,6414,130,414,1907,2491,1041,2463,3504,2177,746,344,1270,1965,8709
447,1991-92,SEA*,NBA,82,47,35,.573,19855,3380,7128,3175,6481,205,647,1772,2263,1282,2257,3539,1877,775,448,1323,1952,8737
448,2002-03,UTA*,NBA,82,47,35,.573,19780,2894,6189,2670,5548,224,641,1750,2349,1021,2381,3402,2103,708,467,1374,1837,7762
