,Date,Team,Acquired,Relinquised,Notes
7083,2016-02-24,Heat,,Beno Udrih,surgery on right foot to repair torn plantar plate (out for season) (date approximate)
7084,2016-02-25,Cavaliers,,Mo Williams,left knee chondromalacia (DTD)
7085,2016-02-25,Pelicans,,Bryce Dejean-Jones,fractured right wrist (surgery) (out for season)
7086,2016-02-25,Rockets,,Clint Capela,sprained right ankle / foot (CBC) (DTD)
7087,2016-02-25,Suns,Tyson Chandler,,returned to lineup
7088,2016-02-26,76ers,T.J. McConnell,,returned to lineup
7089,2016-02-26,Cavaliers,,Mo Williams,left knee injury (DTD)
7090,2016-02-26,Cavaliers,Iman Shumpert,,returned to lineup
7091,2016-02-26,Kings,,Rajon Rondo,right thumb tendinitis (DTD)
7092,2016-02-27,Heat,,Beno Udrih,recovering from surgery on right foot to repair torn plantar plate (DTD)
7093,2016-02-27,Heat,,Udonis Haslem,illness (DTD)
7094,2016-02-27,Pelicans,,Anthony Davis,right big toe injury (DTD)
7095,2016-02-28,76ers,,Hollis Thompson,upper respiratory infection (DTD)
7096,2016-02-28,Bucks,,Steve Novak,sprained MCL in left knee (out for season)
7097,2016-02-28,Cavaliers,,LeBron James,rest (DTD)
7098,2016-02-28,Knicks,,Arron Afflalo,knee injury (DTD)
7099,2016-02-28,Knicks,,Lou Amundson,upper respiratory illness (DTD) (CBC Y)
7100,2016-02-28,Raptors,,Kyle Lowry,rest (DTD)
7101,2016-02-29,76ers,,Jahlil Okafor,bruised right shin (DTD)
7102,2016-02-29,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7103,2016-02-29,Bucks,Jerryd Bayless,,returned to lineup
7104,2016-02-29,Cavaliers,,Kevin Love,sore leg (DTD)
7105,2016-02-29,Cavaliers,LeBron James,,returned to lineup
7106,2016-02-29,Clippers,,Luc Mbah a Moute,lacerated left eyelid (DTD)
7107,2016-02-29,Kings,,Rudy Gay,strained right shoulder (DTD)
7108,2016-02-29,Kings,,Seth Curry,sprained right foot (DTD)
7109,2016-02-29,Kings,Rajon Rondo,,returned to lineup
7110,2016-02-29,Heat,Beno Udrih,,returned to lineup
7111,2016-03-01,Bulls,Derrick Rose,,returned to lineup
7112,2016-03-01,Heat,Udonis Haslem,,returned to lineup
7113,2016-03-01,Knicks,Arron Afflalo,,returned to lineup
7114,2016-03-01,Warriors,,Stephen Curry,left ankle injury (DTD)
7115,2016-03-02,76ers,,Elton Brand,gastroenteritis (DTD) (CBC)
7116,2016-03-02,76ers,Hollis Thompson,,returned to lineup
7117,2016-03-02,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7118,2016-03-02,Bulls,,Taj Gibson,strained right hamstring (DTD)
7119,2016-03-02,Pelicans,Anthony Davis,,returned to lineup
7120,2016-03-02,Raptors,Kyle Lowry,,returned to lineup
7121,2016-03-02,Rockets,Clint Capela,,returned to lineup
7122,2016-03-03,Kings,Rudy Gay,,returned to lineup
7123,2016-03-03,Pelicans,,Alexis Ajinca,fractured sternum (DTD)
7124,2016-03-03,Warriors,Stephen Curry,,returned to lineup
7125,2016-03-04,76ers,,Kendall Marshall,upper respiratory infection (DTD)
7126,2016-03-04,76ers,,Nerlens Noel,bruised right knee (DTD)
7127,2016-03-04,76ers,Elton Brand,,returned to lineup (CBC)
7128,2016-03-04,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7129,2016-03-04,Lakers,,Jordan Clarkson,knee injury (DTD)
7130,2016-03-04,Pacers,,Joe Young,knee injury (DTD)
7131,2016-03-05,Bulls,Jimmy Butler,,returned to lineup
7132,2016-03-05,Bulls,Taj Gibson,,returned to lineup
7133,2016-03-05,Cavaliers,Kevin Love,,returned to lineup
7134,2016-03-05,Kings,,Kosta Koufos,food poisoning (DTD)
7135,2016-03-05,Knicks,,Kristaps Porzingis,bruised lower left leg (DTD)
7136,2016-03-05,Lakers,,Anthony Brown,stress reaction in right foot (out for season)
7137,2016-03-05,Pelicans,Omer Asik,,returned to lineup
7138,2016-03-05,Spurs,,Danny Green,rest (DTD)
7139,2016-03-06,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7140,2016-03-06,Lakers,Jordan Clarkson,,returned to lineup
7141,2016-03-06,Nuggets,Jusuf Nurkic,,returned to lineup
7142,2016-03-06,Pelicans,,Luke Babbitt,bruised left shin (DTD)
7143,2016-03-06,Warriors,,Andre Iguodala,sore/tight left hamstring (DTD)
7144,2016-03-07,Bucks,,Michael Carter-Williams,torn labrum in left hip (out for season)
7145,2016-03-07,Bulls,,Jimmy Butler,strained/swollen left knee (DTD)
7146,2016-03-07,Grizzlies,,Chris Andersen,left shoulder subluxation (DTD)
7147,2016-03-07,Grizzlies,,Matt Barnes,hamstring injury (DTD)
7148,2016-03-07,Grizzlies,,Mike Conley,left Achilles tendinitis (out for season)
7149,2016-03-07,Grizzlies,,Zach Randolph,sore right knee (DTD)
7150,2016-03-07,Grizzlies,Tony Allen,,returned to lineup
7151,2016-03-07,Kings,Kosta Koufos,,returned to lineup
7152,2016-03-07,Magic,,Nikola Vucevic,strained right groin (DTD)
7153,2016-03-07,Pacers,,Lavoy Allen,sore left knee (DTD)
7154,2016-03-07,Pelicans,,Eric Gordon,fractured right ring finger (out for season)
7155,2016-03-07,Wizards,,Bradley Beal,sore hip (DTD)
7156,2016-03-08,Bulls,,Bobby Portis,swollen eye (DTD)
7157,2016-03-08,Knicks,,Lance Thomas,sprained MCL in left knee (out for season)
7158,2016-03-08,Knicks,Kristaps Porzingis,,returned to lineup
7159,2016-03-08,Lakers,,Kobe Bryant,sore right shoulder (DTD)
7160,2016-03-08,Pelicans,,Eric Gordon,surgery to repair fractured right ring finger (out for season)
7161,2016-03-08,Spurs,,Tony Parker,bruised left toe (DTD)
7162,2016-03-09,76ers,Kendall Marshall,,returned to lineup
7163,2016-03-09,76ers,Nerlens Noel,,returned to lineup
7164,2016-03-09,Bucks,,Michael Carter-Williams,recovering from surgery on left hip to repair torn labrum (out for season)
7165,2016-03-09,Bucks,,O.J. Mayo,stomach virus (DTD)
7166,2016-03-09,Cavaliers,,Timofey Mozgov,illness (DTD)
7167,2016-03-09,Grizzlies,,Mario Chalmers,ruptured right Achilles tendon (out for season)
7168,2016-03-09,Jazz,,Rodney Hood,sore lower back (DTD)
7169,2016-03-09,Kings,,Ben McLemore,fractured right ring finger (DTD)
7170,2016-03-09,Kings,,Marco Belinelli,back spasms (DTD)
7171,2016-03-09,Knicks,,Arron Afflalo,strained right abdominal muscle (DTD)
7172,2016-03-09,Pelicans,,Norris Cole,lower back injury (out for season)
7173,2016-03-09,Pelicans,Luke Babbitt,,returned to lineup
7174,2016-03-09,Suns,Brandon Knight,,returned to lineup
7175,2016-03-10,Bucks,,Michael Carter-Williams,surgery on left hip to repair torn labrum (out for season)
7176,2016-03-10,Cavaliers,,Kevin Love,left knee injury (DTD)
7177,2016-03-10,Cavaliers,Timofey Mozgov,,returned to lineup
7178,2016-03-10,Lakers,Kobe Bryant,,returned to lineup
7179,2016-03-10,Spurs,Tony Parker,,returned to lineup
7180,2016-03-10,Bucks,O.J. Mayo,,returned to lineup
7181,2016-03-10,Bucks,,O.J. Mayo,fractured right ankle (out for season)
7182,2016-03-11,Bulls,,Derrick Rose,strained left abductor (P) / adductor (CBC Y) (DTD)
7183,2016-03-11,Clippers,,Paul Pierce,sore right big toe (DTD)
7184,2016-03-11,Jazz,Rodney Hood,,returned to lineup
7185,2016-03-11,Kings,Marco Belinelli,,returned to lineup
7186,2016-03-11,Magic,,Elfrid Payton,sprained right elbow (DTD)
7187,2016-03-11,Pistons,Anthony Tolliver,,returned to lineup
7188,2016-03-11,Pistons,Stanley Johnson,,returned to lineup
7189,2016-03-11,Timberwolves,Nemanja Bjelica,,returned to lineup
7190,2016-03-12,76ers,,Jerami Grant,concussion (DTD)
7191,2016-03-12,76ers,,Richaun Holmes,strained right Achilles tendon (DTD)
7192,2016-03-12,76ers,,Robert Covington,concussion (DTD)
7193,2016-03-12,Grizzlies,,Vince Carter,strained left calf (DTD)
7194,2016-03-12,Hawks,Mike Scott,,returned to lineup
7195,2016-03-12,Heat,,Dwyane Wade,thigh injury (DTD)
7196,2016-03-12,Magic,,Brandon Jennings,sore left Achilles (DTD)
7197,2016-03-12,Pacers,,Ty Lawson,sprained left foot (DTD)
7198,2016-03-12,Pacers,C.J. Miles,,returned to lineup
7199,2016-03-12,Pacers,Lavoy Allen,,returned to lineup
7200,2016-03-12,Rockets,,Sam Dekker,sore back (out for season)
7201,2016-03-12,Warriors,,Andre Iguodala,sprained left ankle (DTD)
7202,2016-03-13,Cavaliers,Kevin Love,,returned to lineup
7203,2016-03-13,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,,returned to lineup
7204,2016-03-13,Knicks,,Kristaps Porzingis,stomach illness/virus (DTD)
7205,2016-03-13,Knicks,Arron Afflalo,,returned to lineup
7206,2016-03-13,Nets,,Wayne Ellington,upper respiratory infection (DTD)
7207,2016-03-13,Pacers,,Ty Lawson,sprained left foot (DTD)
7208,2016-03-13,Pacers,Joe Young,,returned to lineup
7209,2016-03-14,Bulls,,Mike Dunleavy,stomach virus (DTD)
7210,2016-03-14,Bulls,Jimmy Butler,,returned to lineup
7211,2016-03-14,Celtics,,Jae Crowder,sprained right ankle (DTD)
7212,2016-03-14,Grizzlies,,Lance Stephenson,sprained right wrist (DTD)
7213,2016-03-14,Heat,Dwyane Wade,,returned to lineup
7214,2016-03-14,Jazz,,Gordon Hayward,plantar faciitis in right foot (DTD)
7215,2016-03-14,Mavericks,,Jeremy Evans,right shoulder injury (DTD) (CBC Y)
7216,2016-03-14,Nets,,Willie Reed,sore left knee (DTD)
7217,2016-03-14,Nuggets,,Jusuf Nurkic,sore left knee (DTD)
7218,2016-03-14,Hornets,,Spencer Hawes,strained lower back (DTD)
7219,2016-03-15,Bucks,John Henson,,returned to lineup
7220,2016-03-15,Lakers,,Brandon Bass,corneal abrasion in right eye (DTD)
7221,2016-03-15,Magic,Brandon Jennings,,returned to lineup
7222,2016-03-15,Nets,Wayne Ellington,,returned to lineup
7223,2016-03-15,Pacers,,C.J. Miles,upper respiratory infection (DTD)
7224,2016-03-15,Pacers,,Ty Lawson,sprained left foot (DTD)
7225,2016-03-15,Raptors,,DeMar DeRozan,rest (DTD)
7226,2016-03-15,Raptors,,Jonas Valanciunas,bruised left hand (DTD)
7227,2016-03-16,Blazers,,Meyers Leonard,dislocated left shoulder (out for season)
7228,2016-03-16,Bulls,,Cameron Bairstow,back injury (DTD)
7229,2016-03-16,Bulls,Derrick Rose,,returned to lineup
7230,2016-03-16,Bulls,Mike Dunleavy,,returned to lineup
7231,2016-03-16,Cavaliers,,LeBron James,rest (DTD)
7232,2016-03-16,Clippers,Paul Pierce,,returned to lineup
7233,2016-03-16,Grizzlies,Lance Stephenson,,returned to lineup
7234,2016-03-16,Kings,,Marco Belinelli,sore right ankle (DTD)
7235,2016-03-16,Kings,,Rajon Rondo,sprained right thumb / sprained toe (CBC Y) (DTD)
7236,2016-03-16,Knicks,Kristaps Porzingis,,returned to lineup
7237,2016-03-16,Magic,,Ersan Ilyasova,sprained left knee (DTD)
7238,2016-03-16,Pistons,Spencer Dinwiddie,,returned to lineup
7239,2016-03-17,76ers,Jerami Grant,,returned to lineup
7240,2016-03-17,Bulls,,Cameron Bairstow,back injury (DTD)
7241,2016-03-17,Bulls,,E'Twaun Moore,left hamstring injury (DTD)
7242,2016-03-17,Hawks,,Kent Bazemore,bone bruise in right knee (DTD)
7243,2016-03-17,Knicks,,Tony Wroten,knee injury (out for season)
7244,2016-03-17,Mavericks,,Jeremy Evans,arthroscopic surgery on right shoulder to repair torn labrum (out for season)
7245,2016-03-17,Nuggets,,Kenneth Faried,sore lower back (DTD)
7246,2016-03-17,Pacers,C.J. Miles,,returned to lineup
7247,2016-03-17,Pacers,,Ty Lawson,sprained left foot (DTD) (P)
7248,2016-03-17,Pacers,Ty Lawson,,returned to lineup
7249,2016-03-18,Kings,,Omri Casspi,sore left ankle (DTD)
7250,2016-03-18,Kings,,Willie Cauley-Stein,illness (DTD)
7251,2016-03-18,Kings,Marco Belinelli,,returned to lineup
7252,2016-03-18,Kings,Rajon Rondo,,returned to lineup
7253,2016-03-18,Lakers,Brandon Bass,,returned to lineup
7254,2016-03-18,Magic,Ersan Ilyasova,,returned to lineup
7255,2016-03-18,Mavericks,,Chandler Parsons,sore right knee (out for season)
7256,2016-03-18,Raptors,,Patrick Patterson,sore left ankle (DTD)
7257,2016-03-19,Bulls,,Cameron Bairstow,back injury (DTD)
7258,2016-03-19,Clippers,,Jeff Green,lacerated forehead (DTD)
7259,2016-03-19,Grizzlies,Vince Carter,,returned to lineup
7260,2016-03-19,Grizzlies,Zach Randolph,,returned to lineup
7261,2016-03-19,Hawks,Kent Bazemore,,returned to lineup
7262,2016-03-19,Hornets,Spencer Hawes,,returned to lineup
7263,2016-03-19,Jazz,Gordon Hayward,,returned to lineup
7264,2016-03-19,Nets,,Brook Lopez,virus (DTD)
7265,2016-03-19,Nets,Willie Reed,,returned to lineup
7266,2016-03-19,Pelicans,,Anthony Davis,left knee injury and torn labrum in left shoulder (out for season)
7267,2016-03-19,Thunder,,Kyle Singler,sore lower back (DTD)
7268,2016-03-19,Warriors,,Andrew Bogut,left foot/toe(CBC) injury(DTD)
7269,2016-03-20,76ers,,Richaun Holmes,strained right Achilles tendon (DTD) (P)
7270,2016-03-20,Kings,Omri Casspi,,returned to lineup
7271,2016-03-20,Knicks,,Carmelo Anthony,migraine headache (DTD)
7272,2016-03-20,Knicks,,Kevin Seraphin,sore left foot (DTD)
7273,2016-03-20,Magic,Elfrid Payton,,returned to lineup
7274,2016-03-20,Pelicans,,Ryan Anderson,left groin injury / sports hernia (out for season)
7275,2016-03-20,Pelicans,Alexis Ajinca / Alex Ajinca,,returned to lineup
7276,2016-03-20,Raptors,Jonas Valanciunas,,returned to lineup
7277,2016-03-21,76ers,,Richaun Holmes,strained right Achilles tendon (DTD) (P)
7278,2016-03-21,Cavaliers,,Kevin Love,illness (DTD)
7279,2016-03-21,Kings,Willie Cauley-Stein,,returned to lineup
7280,2016-03-22,76ers,,Jahlil Okafor,arthroscopic surgery on right knee to repair torn meniscus (out for season)
7281,2016-03-22,Grizzlies,Chris Andersen,,returned to lineup
7282,2016-03-22,Hornets,,Marvin Williams,sprained left ankle (DTD)
7283,2016-03-22,Lakers,,Larry Nance,sore right knee (DTD)
7284,2016-03-22,Nets,Brook Lopez,,returned to lineup
7285,2016-03-23,76ers,,Kendall Marshall,gastroententis (DTD)
7286,2016-03-23,76ers,,Nerlens Noel,bruised right knee (DTD)
7287,2016-03-23,76ers,Robert Covington,,returned to lineup
7288,2016-03-23,Bucks,,Steve Novak,sprained MCL in left knee (out for season) (P)
7289,2016-03-23,Cavaliers,Kevin Love,,returned to lineup
7290,2016-03-23,Clippers,Jeff Green,,returned to lineup
7291,2016-03-23,Heat,,Luol Deng,sore left quadriceps (DTD)
7292,2016-03-23,Kings,,DeMarcus Cousins,bruised right knee (DTD)
7293,2016-03-23,Knicks,Carmelo Anthony,,returned to lineup
7294,2016-03-23,Knicks,Kevin Seraphin,,returned to lineup
7295,2016-03-23,Lakers,Larry Nance,,returned to lineup
7296,2016-03-23,Pistons,,Kentavious Caldwell-Pope,illness (DTD)
7297,2016-03-23,Pistons,,Reggie Bullock,illness (DTD)
7298,2016-03-23,Raptors,,Kyle Lowry,sore right elbow (DTD)
7299,2016-03-23,Spurs,,Kawhi Leonard,bruised right quadriceps (DTD)
7300,2016-03-23,Suns,,Tyson Chandler,back spasms / sore back (DTD)
7301,2016-03-23,Warriors,Andrew Bogut,,returned to lineup
7302,2016-03-23,76ers,Richaun Holmes,,returned to lineup
7303,2016-03-24,Bulls,,Pau Gasol,swelling in right knee (DTD)
7304,2016-03-24,Pacers,,Paul George,bruised lower right leg (DTD)
7305,2016-03-24,Pelicans,,Anthony Davis,surgery on left knee (out for season)
7306,2016-03-24,Pelicans,,Jrue Holiday,left toe injury (DTD)
7307,2016-03-25,Grizzlies,,Zach Randolph,sprained right ankle (DTD)
7308,2016-03-25,Heat,Luol Deng,,returned to lineup
7309,2016-03-25,Hornets,Marvin Williams,,returned to lineup
7310,2016-03-25,Kings,DeMarcus Cousins,,returned to lineup
7311,2016-03-25,Magic,,Ersan Ilyasova,sprained right SC joint / collarbone (DTD)
7312,2016-03-25,Magic,,Victor Oladipo,sore right wrist (DTD)
7313,2016-03-25,Mavericks,,Chandler Parsons,surgery on right knee to repair medial meniscus (out for season)
7314,2016-03-25,Mavericks,,Deron Williams,strained left abdominal / sports hernia (DTD)
7315,2016-03-25,Mavericks,,Dirk Nowitzki,rest (DTD)
7316,2016-03-25,Pistons,Kentavious Caldwell-Pope,,returned to lineup
7317,2016-03-25,Pistons,Reggie Bullock,,returned to lineup
7318,2016-03-25,Raptors,Kyle Lowry,,returned to lineup
7319,2016-03-25,Spurs,,Danny Green,rest (DTD)
7320,2016-03-25,Spurs,,Patty Mills,rest (DTD)
7321,2016-03-25,Suns,,Brandon Knight,upset stomach (DTD)
7322,2016-03-25,Warriors,,Kevon Looney,right hip injury (out for season)
7323,2016-03-26,76ers,Kendall Marshall,,returned to lineup
7324,2016-03-26,Bulls,Pau Gasol,,returned to lineup
7325,2016-03-26,Spurs,,Tony Parker,rest (DTD)
7326,2016-03-26,Spurs,,Manu Ginobili,rest (DTD)
7327,2016-03-26,Spurs,,LaMarcus Aldridge,rest (DTD)
7328,2016-03-26,Suns,,Jon Leuer,upset stomach (DTD)
7329,2016-03-26,Suns,Brandon Knight,,returned to lineup
7330,2016-03-27,76ers,,Richaun Holmes,strained right Achilles tendon (out for season)
7331,2016-03-27,Kings,,Marco Belinelli,sore right foot (out for season)
7332,2016-03-27,Kings,Ben McLemore,,returned to lineup
7333,2016-03-27,Warriors,,Shaun Livingston,rest (DTD)
7334,2016-03-27,Wizards,,Alan Anderson,sore groin (DTD) (Y)
7335,2016-03-27,Wizards,,Markieff Morris,strained right calf (DTD)
7336,2016-03-28,76ers,,Jerami Grant,sore knee (DTD)
7337,2016-03-28,Heat,,Goran Dragic,illness (DTD)
7338,2016-03-28,Kings,,DeMarcus Cousins,rest (DTD)
7339,2016-03-28,Kings,,Rajon Rondo,rest (DTD)
7340,2016-03-28,Kings,,Rudy Gay,rest (DTD)
7341,2016-03-28,Lakers,,Larry Nance,sore knee (DTD)
7342,2016-03-28,Nuggets,Kenneth Faried,,returned to lineup
7343,2016-03-28,Pelicans,Jrue Holiday,,returned to lineup
7344,2016-03-28,Spurs,,David West,rest (DTD)
7345,2016-03-28,Spurs,LaMarcus Aldridge,,returned to lineup
7346,2016-03-28,Suns,Jon Leuer,,returned to lineup
7347,2016-03-28,Suns,Tyson Chandler,,returned to lineup
7348,2016-03-29,76ers,,Jerami Grant,bruised right knee (DTD)
7349,2016-03-29,Bulls,E'Twaun Moore,,returned to lineup
7350,2016-03-29,Clippers,,Paul Pierce,sprained right ankle (DTD)
7351,2016-03-29,Hornets,,Jeremy Lin,sore lower back (DTD)
7352,2016-03-29,Magic,Victor Oladipo,,returned to lineup
7353,2016-03-29,Pelicans,,Alonzo Gee,torn right quadricep (out for season)
7354,2016-03-29,Pelicans,,Jrue Holiday,fractured right interior orbital wall (out for season)
7355,2016-03-29,Thunder,,Kevin Durant,rest (DTD)
7356,2016-03-29,Warriors,,Brandon Rush,bruised right knee (DTD)
7357,2016-03-29,Wizards,Markieff Morris,,returned to lineup
7358,2016-03-30,Grizzlies,Zach Randolph,,returned to lineup
7359,2016-03-30,Heat,Goran Dragic,,returned to lineup
7360,2016-03-30,Kings,Rudy Gay,,returned to lineup
7361,2016-03-30,Knicks,,Jose Calderon,bruised right quadriceps (out for season)
7362,2016-03-30,Knicks,,Kristaps Porzingis,strained/sore right shoulder (out for season)
7363,2016-03-30,Raptors,,Luis Scola,sore left knee (DTD)
7364,2016-03-30,Spurs,Tony Parker,,returned to lineup
7365,2016-03-30,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
7366,2016-03-30,Suns,,Mirza Teletovic,upset stomach (DTD)
7367,2016-03-30,Warriors,Brandon Rush,,returned to lineup
7368,2016-03-31,Bulls,,Taj Gibson,bruised(P Y)/fractured(CBC) ribs (out for season)
7369,2016-03-31,Clippers,,Chris Paul,rest (DTD)
7370,2016-03-31,Clippers,,DeAndre Jordan,rest (DTD)
7371,2016-03-31,Clippers,,J.J. Redick,rest (DTD)
7372,2016-03-31,Magic,Ersan Ilyasova,,returned to lineup
7373,2016-03-31,Nets,,Brook Lopez,rest (DTD)
7374,2016-04-01,76ers,Jerami Grant,,returned to lineup
7375,2016-04-01,Bucks,,Jerryd Bayless,hyperextended right knee (out for season)
7376,2016-04-01,Celtics,,Jae Crowder,rest (DTD)
7377,2016-04-01,Heat,,Dwyane Wade,sore neck (DTD)
7378,2016-04-01,Hornets,Jeremy Lin,,returned to lineup
7379,2016-04-01,Jazz,,Derrick Favors,sore right knee (DTD)
7380,2016-04-01,Mavericks,,Raymond Felton,strained right groin (DTD)
7381,2016-04-01,Nets,,Bojan Bogdanovic,rest (DTD)
7382,2016-04-01,Suns,,Brandon Knight,sports hernia (out for season)
7383,2016-04-01,Suns,,Jon Leuer,sprained right ankle (DTD)
7384,2016-04-01,Suns,Mirza Teletovic,,returned to lineup
7385,2016-04-02,76ers,,Hollis Thompson,upper respiratory infection (DTD)
7386,2016-04-02,Kings,,Rajon Rondo,rest (DTD)
7387,2016-04-02,Nuggets,,Darrell Arthur,sore knee (out for season)
7388,2016-04-02,Raptors,Luis Scola,,returned to lineup
7389,2016-04-02,Kings,,DeMarcus Cousins,rest (DTD)
7390,2016-04-03,Bucks,,Khris Middleton,strained left thigh (DTD)
7391,2016-04-03,Celtics,,Jordan Mickey,illness (DTD)
7392,2016-04-03,Celtics,Jae Crowder,,returned to lineup
7393,2016-04-03,Clippers,J.J. Redick,,returned to lineup
7394,2016-04-03,Jazz,Derrick Favors,,returned to lineup
7395,2016-04-03,Knicks,,Carmelo Anthony,rest (DTD)
7396,2016-04-03,Mavericks,Raymond Felton,,returned to lineup
7397,2016-04-03,Nets,,Donald Sloan,upper respiratory infection (DTD)
7398,2016-04-03,Warriors,,Andrew Bogut,rib injury (DTD)
7399,2016-04-03,Grizzlies,,P.J. Hairston,strained left groin (DTD)
7400,2016-04-04,Spurs,,Boris Diaw,sore right adductor (DTD)
7401,2016-04-05,76ers,Hollis Thompson,,returned to lineup
7402,2016-04-05,76ers,Nerlens Noel,,returned to lineup
7403,2016-04-05,Celtics,,Evan Turner,eye injury (DTD)
7404,2016-04-05,Heat,Dwyane Wade,,returned to lineup
7405,2016-04-05,Kings,,Darren Collison,rest (DTD)
7406,2016-04-05,Kings,,Kosta Koufos,rest (DTD)
7407,2016-04-05,Kings,,Rudy Gay,rest (DTD)
7408,2016-04-05,Kings,DeMarcus Cousins,,returned to lineup
7409,2016-04-05,Suns,,Jon Leuer,sprained right ankle (DTD)
7410,2016-04-05,Warriors,Andrew Bogut,,returned to lineup
7411,2016-04-05,Celtics,Jordan Mickey,,returned to lineup
7412,2016-04-06,Clippers,,Jamal Crawford,rest (DTD)
7413,2016-04-06,Nets,Donald Sloan,,returned to lineup
7414,2016-04-06,Thunder,,Kevin Durant,rest (DTD)
7415,2016-04-06,Thunder,,Nazr Mohammed,rest (DTD)
7416,2016-04-06,Thunder,,Russell Westbrook,rest (DTD)
7417,2016-04-06,Thunder,,Serge Ibaka,rest (DTD)
7418,2016-04-06,Clippers,,Wesley Johnson,foot injury (DTD)
7419,2016-04-07,Hawks,,Kent Bazemore,right knee injury (DTD)
7420,2016-04-07,Kings,,DeMarcus Cousins,rest (DTD)
7421,2016-04-07,Kings,,Rajon Rondo,rest (DTD)
7422,2016-04-07,Kings,Darren Collison,,returned to lineup
7423,2016-04-07,Kings,Kosta Koufos,,returned to lineup
7424,2016-04-07,Kings,Rudy Gay,,returned to lineup
7425,2016-04-07,Magic,,Aaron Gordon,concussion (DTD)
7426,2016-04-07,Suns,Jon Leuer,,returned to lineup
7427,2016-04-08,76ers,,Carl Landry,sore/strained lower back (out for season)
7428,2016-04-08,76ers,,Isaiah Canaan,torn labrum in left shoulder (out for season)
7429,2016-04-08,Cavaliers,,Mo Williams,left knee injury (DTD)
7430,2016-04-08,Clippers,,Blake Griffin,rest (DTD)
7431,2016-04-08,Clippers,,Chris Paul,rest (DTD)
7432,2016-04-08,Clippers,,DeAndre Jordan,rest (DTD)
7433,2016-04-08,Clippers,,J.J. Redick,rest (DTD)
7434,2016-04-08,Grizzlies,,Jordan Adams,surgery on right knee (out indefinitely)
7435,2016-04-08,Grizzlies,P.J. Hairston,,returned to lineup
7436,2016-04-08,Nuggets,,Kenneth Faried,rest (DTD)
7437,2016-04-08,Raptors,,Kyle Lowry,rest (DTD)
7438,2016-04-08,Raptors,,Luis Scola,rest (DTD)
7439,2016-04-08,Spurs,,Tony Parker,rest (DTD)
7440,2016-04-08,Spurs,,Danny Green,rest (DTD)
7441,2016-04-08,Spurs,,Kawhi Leonard,rest (DTD)
7442,2016-04-08,Spurs,,LaMarcus Aldridge,rest (DTD)
7443,2016-04-08,Suns,,Brandon Knight,surgery to repair sports hernia (out for season)
7444,2016-04-09,Blazers,,Meyers Leonard,surgery on left shoulder (out for season)
7445,2016-04-09,Bulls,,E'Twaun Moore,left hamstring injury (DTD)
7446,2016-04-09,Cavaliers,,Iman Shumpert,sore left knee (DTD)
7447,2016-04-09,Grizzlies,,Tony Allen,sore left hamstring (DTD)
7448,2016-04-09,Hawks,Kent Bazemore,,returned to lineup
7449,2016-04-09,Kings,,Rajon Rondo,rest (DTD)
7450,2016-04-09,Kings,DeMarcus Cousins,,returned to lineup
7451,2016-04-09,Raptors,,Delon Wright,left hip pointer (DTD)
7452,2016-04-09,Suns,,Brandon Knight,recovering from surgery to repair sports hernia (out for season)
7453,2016-04-10,Bucks,Khris Middleton,,returned to lineup
7454,2016-04-10,Clippers,Blake Griffin,,returned to lineup
7455,2016-04-10,Clippers,J.J. Redick,,returned to lineup
7456,2016-04-10,Jazz,,Derrick Favors,right knee injury (DTD)
7457,2016-04-10,Magic,,Victor Oladipo,concussion (DTD)
7458,2016-04-10,Mavericks,,J.J. Barea,strained right groin (DTD)
7459,2016-04-10,Mavericks,Deron Williams,,returned to lineup
7460,2016-04-10,Raptors,,James Johnson,rest (DTD)
7461,2016-04-10,Raptors,Kyle Lowry,,returned to lineup
7462,2016-04-10,Spurs,Tony Parker,,returned to lineup
7463,2016-04-10,Spurs,Kawhi Leonard,,returned to lineup
7464,2016-04-10,Spurs,LaMarcus Aldridge,,returned to lineup
7465,2016-04-11,Bulls,,Derrick Rose,rest (DTD)
7466,2016-04-11,Bulls,,E'Twaun Moore,left hamstring injury (out for season)
7467,2016-04-11,Bulls,,Pau Gasol,knee injury / rest (out for season)
7468,2016-04-11,Cavaliers,,Iman Shumpert,left knee injury (DTD)
7469,2016-04-11,Jazz,Derrick Favors,,returned to lineup
7470,2016-04-11,Kings,,Darren Collison,rest (out for season)
7471,2016-04-11,Kings,,Rajon Rondo,rest (DTD)
7472,2016-04-11,Magic,,Nikola Vucevic,right groin injury (DTD)
7473,2016-04-11,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
7474,2016-04-11,Nets,,Thomas Robinson,sore right knee (out for season)
7475,2016-04-11,Pelicans,,Alexis Ajinca,right shoulder injury (out for season)
7476,2016-04-11,Pelicans,,Jrue Holiday,surgery to repair fractured right interior orbital wall (out indefinitely)
7477,2016-04-11,Pelicans,,Jrue Holiday,recovering from surgery to repair fractured right interior orbital wall (out for season)
